NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,보증금(만원),층,건축년도,도로명,계약기간,주택유형,전체주소,주택매매가격(원),공시지가(원),위도,경도
8693,부산광역시 북구 구포동,1249-40,1249.0,40.0,,전세,59.76,202502,"4,700",4.0,1995.0,시랑로 140,202502~202702,연립주택,부산광역시 북구 구포동 시랑로 140,67000000,45560000,35.1950450986247,129.010753267951
8703,부산광역시 수영구 광안동,118-16,118.0,16.0,,전세,19.82,202502,"7,800",2.0,2014.0,수영로606번길 5-4,202502~202702,연립주택,부산광역시 수영구 광안동 수영로606번길 5-4,105000000,71400000,35.1598357966668,129.114059504825
8817,부산광역시 사하구 하단동,485-4,485.0,4.0,,전세,59.83,202502,"9,500",1.0,1980.0,낙동대로575번길 64,202503~202703,연립주택,부산광역시 사하구 하단동 낙동대로575번길 64,130000000,88400000,35.1118843420624,128.961258189804
8860,부산광역시 연제구 연산동,658-13,658.0,13.0,,전세,49.41,202502,"16,000",4.0,2016.0,쌍미천로73번길 10,202502~202702,연립주택,부산광역시 연제구 연산동 쌍미천로73번길 10,260000000,176800000,35.179429698297,129.088053259012
8933,부산광역시 동래구 수안동,Oct.35,35.0,10.0,,전세,57.19,202501,"9,000",3.0,1981.0,수안로 29,202502~202702,연립주택,부산광역시 동래구 수안동 수안로 29,180000000,122400000,35.1965036061241,129.08612261169
9089,부산광역시 수영구 망미동,436-6,436.0,6.0,,전세,48.6,202501,"14,000",3.0,2015.0,과정로79번길 30,202503~202703,연립주택,부산광역시 수영구 망미동 과정로79번길 30,180000000,122400000,35.178543032986,129.105449716927
9149,부산광역시 연제구 연산동,1293-8,1293.0,8.0,,전세,52.82,202501,"10,000",6.0,2001.0,거제천로136번길 31,202502~202702,연립주택,부산광역시 연제구 연산동 거제천로136번길 31,128000000,87040000,35.1850360160979,129.077358492407
9156,부산광역시 동구 좌천동,845-30,845.0,30.0,,전세,57.92,202501,"10,000",2.0,2002.0,좌천로 31,202502~202702,연립주택,부산광역시 동구 좌천동 좌천로 31,100000000,68000000,35.1333631030722,129.047677122461
9229,부산광역시 동래구 사직동,487,487.0,0.0,,전세,74.24,202501,"14,000",3.0,2002.0,아시아드대로161번가길 6-3,202501~202701,연립주택,부산광역시 동래구 사직동 아시아드대로161번가길 6-3,165000000,112200000,35.1984634671125,129.063635818401
9335,부산광역시 북구 구포동,1252-29,1252.0,29.0,,전세,47.78,202501,"3,000",2.0,1995.0,시랑로138번가길 12,202502~202702,연립주택,부산광역시 북구 구포동 시랑로138번가길 12,50000000,34000000,35.1948943868729,129.009822120013
9504,부산광역시 중구 영주동,287-6,287.0,6.0,,전세,46.06,202501,"8,000",4.0,2012.0,영주로6번안길 5,202503~202703,연립주택,부산광역시 중구 영주동 영주로6번안길 5,120000000,81600000,35.1104087091976,129.032560668739
9564,부산광역시 사하구 감천동,480-8,480.0,8.0,,전세,63.99,202501,"14,000",2.0,2016.0,감천로109번길 14-1,202502~202702,연립주택,부산광역시 사하구 감천동 감천로109번길 14-1,182000000,123760000,35.0884657245755,129.004556699048
9567,부산광역시 부산진구 개금동,633-4,633.0,4.0,,전세,39.67,202501,"2,200",2.0,1974.0,복지로 89,202501~202702,연립주택,부산광역시 부산진구 개금동 복지로 89,35000000,23800000,35.1448716109694,129.019720268494
9593,부산광역시 사하구 괴정동,539-3,539.0,3.0,,전세,71.76,202501,"10,000",2.0,1995.0,사하로141번나길 93,202502~202702,연립주택,부산광역시 사하구 괴정동 사하로141번나길 93,170000000,115600000,35.0950440154811,128.987069552316
9713,부산광역시 해운대구 반여동,1291-997,1291.0,997.0,,전세,37.4,202501,"3,700",1.0,1995.0,재반로196번길 8-45,202501~202701,연립주택,부산광역시 해운대구 반여동 재반로196번길 8-45,49000000,33320000,35.1940844180288,129.131049722173
9730,부산광역시 금정구 부곡동,225-36,225.0,36.0,,전세,47.52,202501,"9,000",9.0,2000.0,부곡온천천로 126,202501~202701,연립주택,부산광역시 금정구 부곡동 부곡온천천로 126,153000000,104040000,35.2372818311428,129.088945683631
9742,부산광역시 사하구 당리동,341-11,341.0,11.0,,전세,60.32,202501,"9,500",4.0,2000.0,당리길 46,202502~202702,연립주택,부산광역시 사하구 당리동 당리길 46,130000000,88400000,35.1025105681668,128.978008843179
9763,부산광역시 동래구 사직동,Oct.72,72.0,10.0,,전세,48.54,202501,"13,000",3.0,2015.0,석사로 28,202502~202702,연립주택,부산광역시 동래구 사직동 석사로 28,180000000,122400000,35.1991208096927,129.062866933998
9845,부산광역시 수영구 수영동,446-6,446.0,6.0,,전세,48.77,202501,"20,000",19.0,2019.0,수영로 691-3,202502~202702,연립주택,부산광역시 수영구 수영동 수영로 691-3,107000000,72760000,35.1679994794287,129.114974203385
9872,부산광역시 사하구 하단동,509-14,509.0,14.0,,전세,23.63,202501,"3,500",3.0,2003.0,승학로3번길 50,202502~202602,연립주택,부산광역시 사하구 하단동 승학로3번길 50,45000000,30600000,35.1086151050705,128.967928920956
9939,부산광역시 북구 만덕동,861-9,861.0,9.0,,전세,55.07,202501,"4,000",1.0,1989.0,은행나무로36번길 104,202501~202701,연립주택,부산광역시 북구 만덕동 은행나무로36번길 104,76000000,51680000,35.2045927328616,129.040522076449
9997,부산광역시 수영구 광안동,1278-6,1278.0,6.0,,전세,118.62,202501,"32,000",4.0,1994.0,수영로497번가길 6,202501~202601,연립주택,부산광역시 수영구 광안동 수영로497번가길 6,400000000,272000000,35.1501675088051,129.109030721711
10155,부산광역시 사하구 하단동,701-4,701.0,4.0,,전세,39.97,202501,"5,000",2.0,2002.0,승학로17번길 32,202502~202702,연립주택,부산광역시 사하구 하단동 승학로17번길 32,82000000,55760000,35.107842937967,128.969179069139
10172,부산광역시 수영구 민락동,233-1,233.0,1.0,,전세,52.69,202501,"8,000",2.0,1979.0,민락로14번길 32,202501~202701,연립주택,부산광역시 수영구 민락동 민락로14번길 32,170000000,115600000,35.1574530114038,129.123344275644
10239,부산광역시 북구 구포동,1219-14,1219.0,14.0,,전세,69.89,202501,"7,000",2.0,1994.0,팽나무로8번길 126,202501~202701,연립주택,부산광역시 북구 구포동 팽나무로8번길 126,108000000,73440000,35.1993873644186,129.006441486531
10315,부산광역시 해운대구 우동,173-1,173.0,1.0,,전세,71.845,202412,"11,000",4.0,2002.0,우동2로14번가길 24,202412~202612,연립주택,부산광역시 해운대구 우동 우동2로14번가길 24,870000000,591600000,35.1670981079599,129.160663649851
10435,부산광역시 해운대구 우동,154,154.0,0.0,,전세,79.59,202412,"7,000",2.0,2002.0,우동2로 26-1,202501~202701,연립주택,부산광역시 해운대구 우동 우동2로 26-1,900000000,612000000,35.1670685432872,129.159931667715
10614,부산광역시 사하구 괴정동,397-4,397.0,4.0,,전세,72.16,202412,"14,500",4.0,2012.0,오작로 55,202503~202703,연립주택,부산광역시 사하구 괴정동 오작로 55,183000000,124440000,35.0998659776818,128.99913087394
10652,부산광역시 동래구 사직동,157-10,157.0,10.0,,전세,57.05,202412,"9,000",3.0,1983.0,여고로103번길 6,202501~202701,연립주택,부산광역시 동래구 사직동 여고로103번길 6,145000000,98600000,35.1983207721159,129.074377485501
10693,부산광역시 남구 대연동,901-16,901.0,16.0,,전세,43.67,202412,"11,500",3.0,2014.0,천제등로46번길 5,202502~202702,연립주택,부산광역시 남구 대연동 천제등로46번길 5,100000000,68000000,35.1319860576101,129.089259403301
10700,부산광역시 수영구 광안동,1063-5,1063.0,5.0,,전세,20.57,202412,"8,500",2.0,2017.0,연수로392번길 43,202501~202701,연립주택,부산광역시 수영구 광안동 연수로392번길 43,120000000,81600000,35.1676670831421,129.110969767186
10717,부산광역시 사하구 괴정동,551-36,551.0,36.0,,전세,49.595,202412,"13,000",5.0,2016.0,장평로443번길 6,202502~202702,연립주택,부산광역시 사하구 괴정동 장평로443번길 6,190000000,129200000,35.0979897219841,128.985435967308
10730,부산광역시 수영구 광안동,92-19,92.0,19.0,,전세,17.94,202412,"9,500",3.0,2022.0,수영로666번길 48,202501~202701,연립주택,부산광역시 수영구 광안동 수영로666번길 48,190000000,129200000,35.1647464699555,129.117276203359
10913,부산광역시 수영구 광안동,129-43,129.0,43.0,,전세,15.32,202412,"6,500",4.0,2019.0,무학로52번길 36-5,202501~202701,연립주택,부산광역시 수영구 광안동 무학로52번길 36-5,130000000,88400000,35.1596051381611,129.119676606669
10956,부산광역시 수영구 남천동,8월 16일,8.0,16.0,,전세,36.78,202412,"11,500",4.0,2015.0,광남로22번길 3,202501~202701,연립주택,부산광역시 수영구 남천동 광남로22번길 3,199000000,135320000,35.1449284249312,129.110750833842
10977,부산광역시 북구 덕천동,241-29,241.0,29.0,,전세,24.74,202412,"6,600",4.0,2013.0,덕천로 95-9,202501~202701,연립주택,부산광역시 북구 덕천동 덕천로 95-9,100000000,68000000,35.2098176728039,129.014739359427
11024,부산광역시 수영구 남천동,32-13,32.0,13.0,,전세,72.54,202412,"13,900",5.0,2003.0,남천바다로22번길 11,202501~202701,연립주택,부산광역시 수영구 남천동 남천바다로22번길 11,210000000,142800000,35.1487244497062,129.11275072531
11044,부산광역시 연제구 연산동,621-19,621.0,19.0,,전세,71.98,202412,"15,000",5.0,2012.0,쌍미천로161번길 3,202501~202701,연립주택,부산광역시 연제구 연산동 쌍미천로161번길 3,200000000,136000000,35.1869153680089,129.086952395208
11058,부산광역시 금정구 장전동,504,504.0,0.0,,전세,45.257,202412,"7,000",5.0,2015.0,금샘로17번안길 21,202501~202701,연립주택,부산광역시 금정구 장전동 금샘로17번안길 21,62000000,42160000,35.2281581238096,129.076005007843
11110,부산광역시 사상구 감전동,288,288.0,0.0,,전세,59.43,202412,"10,000",5.0,2014.0,백양대로561번길 17-3,202501~202701,연립주택,부산광역시 사상구 감전동 백양대로561번길 17-3,110000000,74800000,35.1573836765417,128.992511166752
11116,부산광역시 해운대구 우동,261-1,261.0,1.0,,전세,74.9,202412,"8,000",2.0,1994.0,우동2로30번길 88,202412~202612,연립주택,부산광역시 해운대구 우동 우동2로30번길 88,743000000,505240000,35.1701032354981,129.161324935703
11145,부산광역시 연제구 연산동,1816-50,1816.0,50.0,,전세,53.42,202412,"8,000",2.0,1981.0,금련로42번길 13,202501~202701,연립주택,부산광역시 연제구 연산동 금련로42번길 13,85000000,57800000,35.1699149564589,129.094835262859
11158,부산광역시 북구 만덕동,924,924.0,0.0,,전세,84.71,202412,"11,000",4.0,1993.0,덕천로259번길 5,202501~202701,연립주택,부산광역시 북구 만덕동 덕천로259번길 5,178000000,121040000,35.2109591885812,129.032143298596
11201,부산광역시 남구 문현동,263-15,263.0,15.0,,전세,54.9,202412,"9,000",3.0,2003.0,수영로69번나길 18,202501~202701,연립주택,부산광역시 남구 문현동 수영로69번나길 18,100000000,68000000,35.1364086485004,129.07664130796
11263,부산광역시 수영구 광안동,131-32,131.0,32.0,,전세,29.32,202412,"10,000",2.0,2018.0,무학로52번길 45,202501~202701,연립주택,부산광역시 수영구 광안동 무학로52번길 45,130000000,88400000,35.1592188218424,129.120196141089
11315,부산광역시 수영구 민락동,Apr.34,34.0,4.0,,전세,20.36,202412,"7,600",5.0,2018.0,민락본동로11번길 42,202501~202701,연립주택,부산광역시 수영구 민락동 민락본동로11번길 42,94000000,63920000,35.1574476818607,129.126293083483
11319,부산광역시 서구 동대신동3가,207,207.0,0.0,,전세,46.62,202412,"6,500",5.0,2002.0,구덕로346번길 28,202412~202612,연립주택,부산광역시 서구 동대신동3가 구덕로346번길 28,49000000,33320000,35.1149126305878,129.01698333602
11445,부산광역시 연제구 연산동,581-6,581.0,6.0,,전세,71.17,202411,"13,000",3.0,1982.0,세병로24번길 31,202501~202701,연립주택,부산광역시 연제구 연산동 세병로24번길 31,130000000,88400000,35.1913698856577,129.085816121298
11446,부산광역시 연제구 연산동,1184-2,1184.0,2.0,,전세,33.46,202411,"10,000",2.0,2012.0,대리로5번가길 10,202412~202605,연립주택,부산광역시 연제구 연산동 대리로5번가길 10,150000000,102000000,35.1817431997471,129.084990935259
11516,부산광역시 북구 덕천동,318-3,318.0,3.0,,전세,74.64,202411,"14,000",2.0,2002.0,의성로73번길 31,202411~202611,연립주택,부산광역시 북구 덕천동 의성로73번길 31,185000000,125800000,35.2146546950332,129.011389642295
11518,부산광역시 동구 수정동,1176-2,1176.0,2.0,,전세,36.36,202411,"3,100",3.0,1962.0,수정공원남로 46,202411~202611,연립주택,부산광역시 동구 수정동 수정공원남로 46,51000000,34680000,35.1275554189126,129.039536268225
11528,부산광역시 영도구 청학동,69-81,69.0,81.0,,전세,63.81,202411,"6,000",3.0,2015.0,일산봉로 68-2,202501~202701,연립주택,부산광역시 영도구 청학동 일산봉로 68-2,135000000,91800000,35.0881109192199,129.064882492913
11538,부산광역시 사하구 하단동,604-36,604.0,36.0,,전세,56.94,202411,"15,000",4.0,2019.0,동매로23번길 12,202501~202701,연립주택,부산광역시 사하구 하단동 동매로23번길 12,180000000,122400000,35.1042563025748,128.961193268836
11597,부산광역시 남구 문현동,608-6,608.0,6.0,,전세,50.45,202411,"7,300",4.0,2002.0,전포대로110번길 31-10,202412~202612,연립주택,부산광역시 남구 문현동 전포대로110번길 31-10,150000000,102000000,35.1466959316736,129.06884304825
11613,부산광역시 금정구 남산동,Apr.91,91.0,4.0,,전세,43.4,202411,"7,000",2.0,1981.0,중앙대로 2061-9,202412~202612,연립주택,부산광역시 금정구 남산동 중앙대로 2061-9,103000000,70040000,35.2680046835625,129.09222176789
11652,부산광역시 북구 만덕동,861-1,861.0,1.0,,전세,57.63,202411,"7,000",3.0,1990.0,덕천로386번길 1,202411~202611,연립주택,부산광역시 북구 만덕동 덕천로386번길 1,75000000,51000000,35.2101208466368,129.045852273129
11672,부산광역시 연제구 거제동,747-4,747.0,4.0,,전세,17.705,202411,"6,100",4.0,2014.0,거제대로74번길 54,202412~202612,연립주택,부산광역시 연제구 거제동 거제대로74번길 54,125000000,85000000,35.1771561452598,129.069648743792
11676,부산광역시 부산진구 초읍동,513-32,513.0,32.0,,전세,83.43,202411,"10,000",3.0,1993.0,성지로94번길 133-18,202501~202701,연립주택,부산광역시 부산진구 초읍동 성지로94번길 133-18,100000000,68000000,35.1823685480246,129.059596880765
11704,부산광역시 수영구 광안동,122-26,122.0,26.0,,전세,20.55,202411,"10,000",2.0,2017.0,수영로610번길 66,202412~202612,연립주택,부산광역시 수영구 광안동 수영로610번길 66,97500000,66300000,35.1596338551265,129.117195338964
11730,부산광역시 해운대구 중동,971,971.0,0.0,,전세,51.03,202411,"10,000",1.0,1987.0,달맞이길62번길 7,202412~202612,연립주택,부산광역시 해운대구 중동 달맞이길62번길 7,580000000,394400000,35.159682518706,129.171616038968
11846,부산광역시 연제구 연산동,21.Jan,1921.0,1.0,,전세,50.66,202411,"8,000",3.0,2003.0,연수로149번길 13,202412~202612,연립주택,부산광역시 연제구 연산동 연수로149번길 13,185000000,125800000,35.1753829540438,129.087165986592
11847,부산광역시 연제구 연산동,399-4,399.0,4.0,,전세,45.79,202411,"8,700",1.0,1982.0,과정로 234,202412~202612,연립주택,부산광역시 연제구 연산동 과정로 234,110000000,74800000,35.1880243531229,129.101728488694
11916,부산광역시 사하구 하단동,608-51,608.0,51.0,,전세,68.1,202411,"8,000",1.0,1980.0,하신중앙로 302,202411~202611,연립주택,부산광역시 사하구 하단동 하신중앙로 302,150000000,102000000,35.103715660208,128.963760061677
11984,부산광역시 연제구 거제동,747-26,747.0,26.0,,전세,46.26,202411,"14,200",4.0,2015.0,거제천로23번길 13,202412~202612,연립주택,부산광역시 연제구 거제동 거제천로23번길 13,175000000,119000000,35.1768627730244,129.070289192585
11999,부산광역시 수영구 광안동,1056-12,1056.0,12.0,,전세,24.975,202411,"10,000",4.0,2017.0,연수로392번길 42,202412~202612,연립주택,부산광역시 수영구 광안동 연수로392번길 42,139000000,94520000,35.1678803999686,129.110808693118
12049,부산광역시 수영구 광안동,146-9,146.0,9.0,,전세,32.4,202411,"8,000",2.0,1997.0,수영로588번길 23,202501~202701,연립주택,부산광역시 수영구 광안동 수영로588번길 23,150000000,102000000,35.1581729174267,129.11457476687
12064,부산광역시 수영구 광안동,120-127,120.0,127.0,,전세,18.45,202411,"8,600",4.0,2016.0,수영로624번길 34,202412~202612,연립주택,부산광역시 수영구 광안동 수영로624번길 34,160000000,108800000,35.1608641850885,129.116463930859
12078,부산광역시 부산진구 부암동,320-73,320.0,73.0,,전세,59.01,202411,"7,500",3.0,1991.0,동평로131번길 86,202411~202611,연립주택,부산광역시 부산진구 부암동 동평로131번길 86,80000000,54400000,35.16874463673,129.045086805723
12140,부산광역시 연제구 연산동,652-3,652.0,3.0,,전세,16.96,202411,200,5.0,2002.0,고분로32번길 83,202411~202611,연립주택,부산광역시 연제구 연산동 고분로32번길 83,100000000,68000000,35.1818256946797,129.086259806043
12195,부산광역시 수영구 광안동,120-17,120.0,17.0,,전세,66.25,202411,"22,500",2.0,2015.0,수영로624번길 37,202411~202611,연립주택,부산광역시 수영구 광안동 수영로624번길 37,300000000,204000000,35.1610525150265,129.116794499883
12230,부산광역시 동래구 명륜동,691,691.0,0.0,,전세,83.59,202411,"9,000",4.0,1982.0,동래로53번길 16,202412~202612,연립주택,부산광역시 동래구 명륜동 동래로53번길 16,465000000,316200000,35.2117683262514,129.080718586888
12297,부산광역시 남구 용호동,224,224.0,0.0,,전세,60.15,202411,"8,000",4.0,1993.0,용호로42번길 50-4,202411~202611,연립주택,부산광역시 남구 용호동 용호로42번길 50-4,118000000,80240000,35.1245252157144,129.109642101562
12358,부산광역시 수영구 광안동,716-7,716.0,7.0,,전세,37.78,202411,"9,200",4.0,2002.0,광서로9번길 65,202411~202611,연립주택,부산광역시 수영구 광안동 광서로9번길 65,110000000,74800000,35.164289814421,129.111048709838
12384,부산광역시 북구 구포동,1250-15,1250.0,15.0,,전세,66.66,202411,"5,000",3.0,1992.0,시랑로182번길 33,202411~202611,연립주택,부산광역시 북구 구포동 시랑로182번길 33,70000000,47600000,35.194722442489,129.012756503473
12451,부산광역시 사하구 괴정동,260-419,260.0,419.0,,전세,41.15,202411,"11,500",4.0,2015.0,승학로224번길 104,202412~202612,연립주택,부산광역시 사하구 괴정동 승학로224번길 104,134000000,91120000,35.1018458118143,128.995279292757
12491,부산광역시 동래구 온천동,1256-9,1256.0,9.0,,전세,51.9,202411,"8,900",4.0,1997.0,아시아드대로213번길 7,202411~202611,연립주택,부산광역시 동래구 온천동 아시아드대로213번길 7,197500000,134300000,35.2036049014747,129.065206178611
12504,부산광역시 연제구 연산동,1811-344,1811.0,344.0,,전세,57.06,202410,"5,000",4.0,1995.0,금련로22번길 6,202412~202612,연립주택,부산광역시 연제구 연산동 금련로22번길 6,210000000,142800000,35.1721778840537,129.095848363844
12514,부산광역시 서구 아미동2가,126-142,126.0,142.0,,전세,20.06,202410,"9,900",4.0,2019.0,해돋이로269번길 4-1,202411~202611,연립주택,부산광역시 서구 아미동2가 해돋이로269번길 4-1,80000000,54400000,35.1005704289371,129.016093440593
12547,부산광역시 수영구 민락동,168-7,168.0,7.0,,전세,62.96,202410,"13,000",1.0,1997.0,민락로33번길 37-2,202411~202611,연립주택,부산광역시 수영구 민락동 민락로33번길 37-2,165000000,112200000,35.1566667727779,129.120370637339
12591,부산광역시 부산진구 개금동,419-8,419.0,8.0,,전세,16.665,202410,"4,000",5.0,2012.0,개금본동로17번길 67,202410~202510,연립주택,부산광역시 부산진구 개금동 개금본동로17번길 67,141000000,95880000,35.1568338796333,129.022067182662
12609,부산광역시 사상구 모라동,656-37,656.0,37.0,,전세,60.0,202410,"6,500",4.0,1982.0,모라로64번길 59,202411~202611,연립주택,부산광역시 사상구 모라동 모라로64번길 59,69000000,46920000,35.1897923235971,128.98492739609
12722,부산광역시 동래구 사직동,456-2,456.0,2.0,,전세,18.3,202410,"8,500",4.0,2016.0,아시아드대로170번길 24,202411~202611,연립주택,부산광역시 동래구 사직동 아시아드대로170번길 24,214000000,145520000,35.2000856735695,129.066074287379
12746,부산광역시 연제구 연산동,1876-213,1876.0,213.0,,전세,64.62,202410,"7,000",2.0,1979.0,연수로171번길 41-7,202411~202611,연립주택,부산광역시 연제구 연산동 연수로171번길 41-7,65000000,44200000,35.1754364207337,129.088517868468
12786,부산광역시 동래구 사직동,71-35,71.0,35.0,,전세,40.35,202410,"18,500",10.0,2018.0,아시아드대로171번길 8,202410~202610,연립주택,부산광역시 동래구 사직동 아시아드대로171번길 8,180000000,122400000,35.1997762027035,129.064289879495
12837,부산광역시 북구 구포동,1192-19,1192.0,19.0,,전세,66.58,202410,"3,000",2.0,2001.0,덕천로34번길 28,202410~202510,연립주택,부산광역시 북구 구포동 덕천로34번길 28,100000000,68000000,35.2068103951383,129.008954812914
12864,부산광역시 사하구 괴정동,1082-11,1082.0,11.0,,전세,37.02,202410,500,1.0,1979.0,마하로12번길 50,202411~202611,연립주택,부산광역시 사하구 괴정동 마하로12번길 50,55000000,37400000,35.1013158354983,128.983976192207
12927,부산광역시 해운대구 반여동,1582-4,1582.0,4.0,,전세,50.805,202410,"2,500",2.0,1993.0,재반로270번길 51-34,202410~202610,연립주택,부산광역시 해운대구 반여동 재반로270번길 51-34,18000000,12240000,35.2015200011617,129.134773576647
12957,부산광역시 해운대구 중동,888,888.0,0.0,,전세,56.395,202410,"10,000",4.0,2001.0,좌동순환로468번나길 53,202410~202610,연립주택,부산광역시 해운대구 중동 좌동순환로468번나길 53,440000000,299200000,35.1650055056348,129.172231441408
12985,부산광역시 서구 동대신동3가,201,201.0,0.0,,전세,65.66,202410,"15,800",10.0,2015.0,구덕로346번길 20,202412~202612,연립주택,부산광역시 서구 동대신동3가 구덕로346번길 20,140000000,95200000,35.1147385792487,129.01654682216
13020,부산광역시 부산진구 개금동,778,778.0,0.0,,전세,39.67,202410,"3,200",2.0,1974.0,진사로 72,202410~202610,연립주택,부산광역시 부산진구 개금동 진사로 72,41000000,27880000,35.1450773119008,129.016114441421
13047,부산광역시 수영구 광안동,134-34,134.0,34.0,,전세,21.55,202410,"8,000",2.0,2010.0,수영로594번길 91,202411~202611,연립주택,부산광역시 수영구 광안동 수영로594번길 91,148000000,100640000,35.1582243244897,129.118408619419
13094,부산광역시 수영구 광안동,93-26,93.0,26.0,,전세,23.7,202410,"7,000",5.0,2011.0,수영로666번길 70,202411~202611,연립주택,부산광역시 수영구 광안동 수영로666번길 70,140000000,95200000,35.1646783009795,129.118546081296
13102,부산광역시 남구 용호동,419-25,419.0,25.0,,전세,33.53,202410,"6,500",2.0,1980.0,동명로100번길 32,202411~202611,연립주택,부산광역시 남구 용호동 동명로100번길 32,110000000,74800000,35.1183536720823,129.107527614849
13153,부산광역시 남구 용호동,50-49,50.0,49.0,,전세,55.53,202410,"10,000",2.0,1980.0,동명로101번다길 5,202411~202611,연립주택,부산광역시 남구 용호동 동명로101번다길 5,145000000,98600000,35.1233687701287,129.108828915291
13157,부산광역시 부산진구 전포동,379-7,379.0,7.0,,전세,36.64,202410,"7,000",3.0,2003.0,황령대로74번길 21,202411~202610,연립주택,부산광역시 부산진구 전포동 황령대로74번길 21,100000000,68000000,35.1487843843222,129.067591709932
13304,부산광역시 동래구 명장동,543-1,543.0,1.0,,전세,82.44,202410,"10,000",1.0,1988.0,명서로110번길 13,202410~202411,연립주택,부산광역시 동래구 명장동 명서로110번길 13,148000000,100640000,35.212109136002,129.098599214308
13377,부산광역시 기장군 정관읍 방곡리,437,437.0,0.0,,전세,84.99,202410,"34,000",2.0,2018.0,정관덕산길 80,202412~202612,연립주택,부산광역시 기장군 정관읍 방곡리 정관덕산길 80,620000000,421600000,35.3216527517007,129.187483411125
13408,부산광역시 수영구 광안동,120-32,120.0,32.0,,전세,15.5103,202410,"9,000",5.0,2017.0,무학로 24-8,202411~202610,연립주택,부산광역시 수영구 광안동 무학로 24-8,155000000,105400000,35.161257279394,129.116334317524
13444,부산광역시 동구 범일동,1315-5,1315.0,5.0,,전세,35.68,202410,"9,600",7.0,2017.0,범곡로9번길 6,202410~202610,연립주택,부산광역시 동구 범일동 범곡로9번길 6,110000000,74800000,35.1391582478917,129.055631011069
13460,부산광역시 사상구 학장동,578-8,578.0,8.0,,전세,49.92,202410,"3,500",3.0,1996.0,대동로159번길 67,202410~202610,연립주택,부산광역시 사상구 학장동 대동로159번길 67,64000000,43520000,35.1407455637589,128.980077750606
13472,부산광역시 사하구 하단동,88,88.0,0.0,,전세,73.59,202410,"11,000",1.0,2001.0,제석로 3,202411~202611,연립주택,부산광역시 사하구 하단동 제석로 3,125000000,85000000,35.1030702966738,128.969753335532
13572,부산광역시 중구 보수동1가,146-6,146.0,6.0,,전세,33.44,202409,"4,200",4.0,2001.0,중구로75번길 18,202410~202610,연립주택,부산광역시 중구 보수동1가 중구로75번길 18,60000000,40800000,35.1044589552093,129.027968296131
13660,부산광역시 남구 대연동,1479-12,1479.0,12.0,,전세,19.24,202409,"6,100",2.0,2010.0,못골번영로60번길 6,202410~202610,연립주택,부산광역시 남구 대연동 못골번영로60번길 6,100000000,68000000,35.1404070431074,129.089222097414
13665,부산광역시 금정구 구서동,468-3,468.0,3.0,,전세,46.51,202409,"8,500",2.0,1981.0,금정로207번길 7,202410~202610,연립주택,부산광역시 금정구 구서동 금정로207번길 7,140000000,95200000,35.2428437057905,129.088632406005
13671,부산광역시 남구 대연동,1167-16,1167.0,16.0,,전세,60.325,202409,"7,000",4.0,1997.0,석포로 81-10,202410~202610,연립주택,부산광역시 남구 대연동 석포로 81-10,270000000,183600000,35.1252321603576,129.088327376099
13693,부산광역시 사하구 괴정동,571-24,571.0,24.0,,전세,73.19,202409,"10,000",3.0,1997.0,장평로449번길 50,202409~202609,연립주택,부산광역시 사하구 괴정동 장평로449번길 50,316400000,215152000,35.0989549265146,128.983799231095
13716,부산광역시 금정구 금성동,604-5,604.0,5.0,,전세,69.11,202409,"15,000",2.0,2017.0,중리2길 16-19,202409~202610,연립주택,부산광역시 금정구 금성동 중리2길 16-19,190000000,129200000,35.251822572587,129.058513112807
13722,부산광역시 서구 동대신동2가,32,32.0,0.0,,전세,85.0,202409,"9,500",2.0,1988.0,보동길327번길 10,202410~202610,연립주택,부산광역시 서구 동대신동2가 보동길327번길 10,90000000,61200000,35.1147748732335,129.021394293451
13823,부산광역시 수영구 광안동,342,342.0,0.0,,전세,15.9,202409,"5,000",4.0,2012.0,수영로522번길 10,202409~202609,연립주택,부산광역시 수영구 광안동 수영로522번길 10,178000000,121040000,35.1521482924148,129.112233933696
13847,부산광역시 부산진구 개금동,763,763.0,0.0,,전세,39.67,202409,"2,500",1.0,1976.0,진사로50번길 10,202409~202609,연립주택,부산광역시 부산진구 개금동 진사로50번길 10,55000000,37400000,35.1463122971032,129.015745106163
13876,부산광역시 중구 영주동,산1,1.0,0.0,,전세,39.67,202409,"3,000",3.0,1971.0,망양로 437,202409~202609,연립주택,부산광역시 중구 영주동 망양로 437,50000000,34000000,35.1153441913493,129.031511198227
13882,부산광역시 남구 용호동,Jan.83,83.0,1.0,,전세,37.02,202409,"5,500",3.0,1976.0,용호로90번길 13-3,202409~202609,연립주택,부산광역시 남구 용호동 용호로90번길 13-3,73000000,49640000,35.1242125271131,129.111994761883
13903,부산광역시 수영구 광안동,931-11,931.0,11.0,,전세,26.66,202409,"9,000",2.0,2022.0,망미번영로16번길 8,202410~202610,연립주택,부산광역시 수영구 광안동 망미번영로16번길 8,70000000,47600000,35.1687164932031,129.108434273158
13949,부산광역시 수영구 광안동,134-14,134.0,14.0,,전세,69.78,202409,"15,500",5.0,2003.0,수영로600번길 82,202411~202611,연립주택,부산광역시 수영구 광안동 수영로600번길 82,333500000,226780000,35.1584502311236,129.118666857079
