NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,보증금(만원),층,건축년도,도로명,계약기간,주택유형,전체주소,주택매매가격(원),공시지가(원),위도,경도
11305,부산광역시 사하구 신평동,206-1,206.0,1.0,신평럭키무지개타운,전세,55.65,202505,"9,000",6.0,1990.0,신산북로43번길 43,202509~202709,아파트,부산광역시 사하구 신평동 신산북로43번길 43,226000000,153680000,35.0930367630439,128.969835825273
11314,부산광역시 금정구 부곡동,64-28,64.0,28.0,위클라우드16차,전세,56.478,202505,"16,600",9.0,2018.0,중앙대로1763번길 36-10,202507~202707,아파트,부산광역시 금정구 부곡동 중앙대로1763번길 36-10,220000000,149600000,35.2422640717446,129.091095604649
11333,부산광역시 사하구 당리동,325-19,325.0,19.0,휴누리,전세,14.29,202505,"4,800",2.0,2017.0,제석로18번길 61,202505~202705,아파트,부산광역시 사하구 당리동 제석로18번길 61,65000000,44200000,35.1028712625248,128.974248162262
11335,부산광역시 금정구 청룡동,Feb.87,87.0,2.0,범양빌라,전세,69.03,202505,"12,000",3.0,1985.0,중앙대로 2128-12,202506~202706,아파트,부산광역시 금정구 청룡동 중앙대로 2128-12,208000000,141440000,35.2735525466026,129.093826178925
11353,부산광역시 남구 대연동,323-6,323.0,6.0,대연동원,전세,84.9777,202505,"28,000",11.0,2002.0,수영로267번길 20,202506~202706,아파트,부산광역시 남구 대연동 수영로267번길 20,427000000,290360000,35.1363435067411,129.095687658808
11358,부산광역시 남구 대연동,1203-47,1203.0,47.0,현대(1203-47),전세,114.666,202505,"31,000",12.0,1997.0,천제등로28번길 50,202506~202706,아파트,부산광역시 남구 대연동 천제등로28번길 50,410000000,278800000,35.1318109957864,129.086486236616
11363,부산광역시 북구 화명동,892,892.0,0.0,프라임시티,전세,49.41,202505,"14,300",3.0,2015.0,금곡대로200번길 31,202506~202706,아파트,부산광역시 북구 화명동 금곡대로200번길 31,135000000,91800000,35.2270518655709,129.012497708484
11368,부산광역시 동래구 사직동,590-3,590.0,3.0,사직2차삼정그린코아,전세,112.4493,202505,"35,000",14.0,2006.0,쇠미로81번길 22,202505~202705,아파트,부산광역시 동래구 사직동 쇠미로81번길 22,345000000,234600000,35.2030857318743,129.054537240962
11369,부산광역시 동래구 사직동,1월 13일,13.0,1.0,삼익,전세,61.98,202505,"10,000",8.0,1979.0,사직북로48번길 25,202505~202705,아파트,부산광역시 동래구 사직동 사직북로48번길 25,380000000,258400000,35.2007754924069,129.059105181141
11375,부산광역시 동래구 온천동,1350,1350.0,0.0,한사랑,전세,84.36,202505,"16,990",2.0,1993.0,아시아드대로255번가길 8-9,202505~202705,아파트,부산광역시 동래구 온천동 아시아드대로255번가길 8-9,285000000,193800000,35.2080565617282,129.067710554714
11377,부산광역시 동래구 온천동,1834,1834.0,0.0,동래지웰,전세,59.9664,202505,"23,000",14.0,2018.0,쇠미로 197,202507~202707,아파트,부산광역시 동래구 온천동 쇠미로 197,285000000,193800000,35.2083498322092,129.063003367466
11397,부산광역시 해운대구 중동,1787,1787.0,0.0,해운대SKVIEW,전세,84.9757,202505,"34,000",13.0,2011.0,좌동순환로468번길 11,202508~202708,아파트,부산광역시 해운대구 중동 좌동순환로468번길 11,655000000,445400000,35.1630174025798,129.170875237072
11470,부산광역시 사상구 주례동,122,122.0,0.0,조양,전세,68.4,202505,"10,000",4.0,1984.0,냉정로 56,202508~202708,아파트,부산광역시 사상구 주례동 냉정로 56,160000000,108800000,35.1482414749614,129.005580314746
11477,부산광역시 수영구 광안동,662-1,662.0,1.0,힐탑더블시티,전세,49.9637,202505,"15,800",13.0,2015.0,수영로 641,202506~202706,아파트,부산광역시 수영구 광안동 수영로 641,177000000,120360000,35.1632174456374,129.113822664967
11494,부산광역시 연제구 거제동,1503,1503.0,0.0,거제유림노르웨이숲,전세,84.8465,202505,"26,000",3.0,2007.0,거제대로136번길 30,202505~202705,아파트,부산광역시 연제구 거제동 거제대로136번길 30,377000000,256360000,35.1803529316818,129.070922905755
11501,부산광역시 기장군 기장읍 청강리,291-7,291.0,7.0,대동레미안센트럴시티,전세,46.48,202505,"9,000",12.0,2016.0,기장대로 465-4,202505~202705,아파트,부산광역시 기장군 기장읍 청강리 기장대로 465-4,130000000,88400000,35.2373369813379,129.218275326117
11540,부산광역시 동래구 사직동,566-3,566.0,3.0,사직하늘채리센티아,전세,84.8978,202505,"45,000",14.0,2024.0,사직북로48번길 77,202506~202706,아파트,부산광역시 동래구 사직동 사직북로48번길 77,690000000,469200000,35.2017861162457,129.060970332304
11546,부산광역시 북구 금곡동,Nov.97,97.0,11.0,협진태양·조성아파트,전세,67.97,202505,"11,000",16.0,1994.0,효열로162번길 39,202506~202706,아파트,부산광역시 북구 금곡동 효열로162번길 39,155000000,105400000,35.2619607013496,129.018771837451
11566,부산광역시 사하구 하단동,522-6,522.0,6.0,더블루원허브,전세,49.549,202505,"14,700",12.0,2018.0,낙동남로1367번길 4,202506~202706,아파트,부산광역시 사하구 하단동 낙동남로1367번길 4,175000000,119000000,35.1067040163986,128.961393829399
11599,부산광역시 동구 초량동,1056-10,1056.0,10.0,오션스타,전세,71.49,202505,"15,000",11.0,2017.0,초량중로 25,202506~202706,아파트,부산광역시 동구 초량동 초량중로 25,240000000,163200000,35.1144574665052,129.036732736812
11601,부산광역시 부산진구 부전동,417-6,417.0,6.0,대동레미안더오션2,전세,31.02,202505,"11,000",10.0,2017.0,가야대로755번길 26,202505~202705,아파트,부산광역시 부산진구 부전동 가야대로755번길 26,210000000,142800000,35.1588429586396,129.054274257816
11608,부산광역시 부산진구 연지동,175-6,175.0,6.0,연지보해이브더파크,전세,50.0998,202505,"9,000",22.0,2020.0,동평로225번길 14,202506~202706,아파트,부산광역시 부산진구 연지동 동평로225번길 14,290000000,197200000,35.1699712942646,129.051240640706
11611,부산광역시 동래구 안락동,598,598.0,0.0,동부산아이존빌,전세,84.4145,202505,"25,000",12.0,2003.0,충렬대로428번길 49,202506~202706,아파트,부산광역시 동래구 안락동 충렬대로428번길 49,365000000,248200000,35.1937455557862,129.105468254114
11629,부산광역시 부산진구 가야동,361-85,361.0,85.0,가야삼정그린코아,전세,84.9,202505,"10,000",12.0,2000.0,엄광로238번길 5,202505~202705,아파트,부산광역시 부산진구 가야동 엄광로238번길 5,190000000,129200000,35.1516181510694,129.038106702896
11635,부산광역시 영도구 동삼동,1203,1203.0,0.0,오션라이프에일린의뜰2단지,전세,74.9696,202505,"28,000",3.0,2024.0,태종로 675,202505~202705,아파트,부산광역시 영도구 동삼동 태종로 675,480000000,326400000,35.0726742258736,129.075878976908
11637,부산광역시 동래구 명장동,290-2,290.0,2.0,삼보(290-2),전세,47.7,202505,"9,000",5.0,1986.0,시실로 202,202501~202701,아파트,부산광역시 동래구 명장동 시실로 202,140000000,95200000,35.206032380709,129.099651295817
11640,부산광역시 부산진구 범천동,859-16,859.0,16.0,세운이노빌,전세,29.58,202505,"5,000",12.0,2003.0,황령대로 23,202505~202705,아파트,부산광역시 부산진구 범천동 황령대로 23,48000000,32640000,35.14851748758,129.062082067275
11655,부산광역시 영도구 남항동1가,159,159.0,0.0,뉴스카이,전세,84.92,202505,"18,000",7.0,2013.0,남항로31번길 31,202506~202706,아파트,부산광역시 영도구 남항동1가 남항로31번길 31,230000000,156400000,35.0904150094445,129.040394844717
11671,부산광역시 부산진구 범천동,1000-24,1000.0,24.0,범내골역한라비발디STUDIO422,전세,23.8499,202505,"6,200",3.0,2013.0,범천로 22,202505~202705,아파트,부산광역시 부산진구 범천동 범천로 22,56000000,38080000,35.148663071192,129.056195641242
11703,부산광역시 남구 용호동,776-3,776.0,3.0,벽산화이트타워,전세,84.92,202505,"15,000",8.0,1994.0,용호로269번길 90,202507~202707,아파트,부산광역시 남구 용호동 용호로269번길 90,168000000,114240000,35.1106451130922,129.116180925431
11708,부산광역시 해운대구 반여동,1477-1,1477.0,1.0,왕자,전세,65.16,202505,"6,000",1.0,1979.0,선수촌로 9,202506~202706,아파트,부산광역시 해운대구 반여동 선수촌로 9,441000000,299880000,35.1943644540504,129.117825281987
11710,부산광역시 북구 구포동,49,49.0,0.0,삼경장미,전세,84.98,202505,"9,500",18.0,1995.0,시랑로21번길 50,202506~202706,아파트,부산광역시 북구 구포동 시랑로21번길 50,130500000,88740000,35.2037969387401,129.006768472109
11719,부산광역시 해운대구 재송동,1026-1,1026.0,1.0,시영80년,전세,43.9,202505,"4,000",3.0,1981.0,재반로165번길 82,202506~202706,아파트,부산광역시 해운대구 재송동 재반로165번길 82,90000000,61200000,35.1922705324306,129.125143200975
11779,부산광역시 사하구 괴정동,398-23,398.0,23.0,신괴정화신아파트,전세,111.28,202505,"12,000",15.0,1990.0,오작로 68,202505~202705,아파트,부산광역시 사하구 괴정동 오작로 68,202000000,137360000,35.0992782463789,128.999413790074
11789,부산광역시 금정구 장전동,613-14,613.0,14.0,용진마이스터,전세,78.17,202505,"23,000",4.0,2016.0,식물원로39번길 15,202506~202706,아파트,부산광역시 금정구 장전동 식물원로39번길 15,353000000,240040000,35.2240859066961,129.08403697392
11794,부산광역시 금정구 장전동,607-7,607.0,7.0,허브팰리스장전,전세,73.8558,202505,"26,000",2.0,2019.0,식물원로9번길 10,202506~202706,아파트,부산광역시 금정구 장전동 식물원로9번길 10,370000000,251600000,35.2236924024606,129.086419962689
11800,부산광역시 금정구 장전동,605-1,605.0,1.0,장전동SJ타워,전세,45.9185,202505,"14,000",9.0,2017.0,식물원로 25,202506~202706,아파트,부산광역시 금정구 장전동 식물원로 25,155000000,105400000,35.2242697080647,129.085320410341
11803,부산광역시 사하구 당리동,39-18,39.0,18.0,당리형제,전세,59.91,202505,"9,000",11.0,1998.0,제석로95번길 21,202506~202706,아파트,부산광역시 사하구 당리동 제석로95번길 21,88000000,59840000,35.1088188278239,128.977215549806
11835,부산광역시 서구 서대신동3가,285,285.0,0.0,서대신부백자연애,전세,44.5948,202505,"14,000",4.0,2017.0,구덕로345번길 7,202505~202705,아파트,부산광역시 서구 서대신동3가 구덕로345번길 7,175000000,119000000,35.1142377985941,129.015311627839
11861,부산광역시 연제구 연산동,137,137.0,0.0,경남,전세,73.82,202505,"19,000",9.0,1994.0,고분로 260,202505~202705,아파트,부산광역시 연제구 연산동 고분로 260,240000000,163200000,35.1834095640106,129.110916809877
11862,부산광역시 연제구 연산동,1361-9,1361.0,9.0,시청역SKVIEW,전세,84.2077,202505,"31,000",11.0,2018.0,중앙대로1043번길 34,202505~202705,아파트,부산광역시 연제구 연산동 중앙대로1043번길 34,498000000,338640000,35.1823057439642,129.076404847859
11878,부산광역시 사하구 괴정동,547-1,547.0,1.0,신동양,전세,62.48,202505,"13,000",3.0,1980.0,낙동대로 265,202506~202706,아파트,부산광역시 사하구 괴정동 낙동대로 265,278000000,189040000,35.0981505760346,128.987580710703
11887,부산광역시 동구 범일동,62-720,62.0,720.0,한성기린,전세,84.21,202505,"17,800",28.0,1997.0,중앙대로 514,202507~202707,아파트,부산광역시 동구 범일동 중앙대로 514,250000000,170000000,35.1390138078844,129.056962489301
11889,부산광역시 부산진구 부암동,731,731.0,0.0,서면쌍용스윗닷홈파크,전세,102.43,202505,"26,000",25.0,2007.0,신천대로220번길 31,202505~202702,아파트,부산광역시 부산진구 부암동 신천대로220번길 31,365000000,248200000,35.1614234305728,129.051329563762
11893,부산광역시 부산진구 양정동,399-1,399.0,1.0,한진스카이뷰,전세,49.77,202505,"17,500",22.0,2015.0,거제대로 46,202506~202706,아파트,부산광역시 부산진구 양정동 거제대로 46,240000000,163200000,35.1726563650553,129.067962596731
11958,부산광역시 남구 용호동,976,976.0,0.0,쌍용예가,전세,59.9639,202505,"21,000",19.0,2013.0,용호로216번가길 46,202506~202705,아파트,부산광역시 남구 용호동 용호로216번가길 46,279000000,189720000,35.1108740698666,129.110048625218
11965,부산광역시 해운대구 재송동,1182-1,1182.0,1.0,장산동국,전세,59.64,202505,"10,000",14.0,1993.0,재송2로 91,202505~202605,아파트,부산광역시 해운대구 재송동 재송2로 91,158000000,107440000,35.1933696300285,129.133924534696
12022,부산광역시 기장군 기장읍 교리,343-1,343.0,1.0,가화만사성,전세,53.4307,202505,"12,000",5.0,2004.0,차성동로 167-10,202507~202707,아파트,부산광역시 기장군 기장읍 교리 차성동로 167-10,158000000,107440000,35.2529571288033,129.216065244181
12030,부산광역시 기장군 정관읍 달산리,1244,1244.0,0.0,두산위브더테라스,전세,84.821,202505,"30,500",5.0,2018.0,산단6로 33-8,202505~202705,아파트,부산광역시 기장군 정관읍 달산리 산단6로 33-8,465000000,316200000,35.3201461111039,129.196841689827
12052,부산광역시 사상구 엄궁동,25-110,25.0,110.0,엄궁럭키,전세,82.6,202505,"13,500",3.0,1993.0,대동로 34-25,202507~202707,아파트,부산광역시 사상구 엄궁동 대동로 34-25,108500000,73780000,35.1344278091787,128.976619769235
12053,부산광역시 사상구 엄궁동,1월 10일,1.0,10.0,삼성타워,전세,59.86,202505,"9,000",7.0,1993.0,대동로64번길 40,202506~202706,아파트,부산광역시 사상구 엄궁동 대동로64번길 40,90000000,61200000,35.1349025228323,128.977692717283
12055,부산광역시 수영구 광안동,199-2,199.0,2.0,에이스로얄팰리스,전세,27.08,202505,"14,000",19.0,2019.0,광남로 102,202506~202706,아파트,부산광역시 수영구 광안동 광남로 102,260000000,176800000,35.1508961311227,129.115456284936
12056,부산광역시 수영구 망미동,1136,1136.0,0.0,이편한세상3차,전세,84.977,202505,"23,000",2.0,2005.0,좌수영로 192,202506~202706,아파트,부산광역시 수영구 망미동 좌수영로 192,410000000,278800000,35.1820724535399,129.116974870884
12066,부산광역시 수영구 광안동,1069-3,1069.0,3.0,광안동일스위트,전세,109.9523,202505,"33,000",10.0,2005.0,망미번영로38번길 104,202506~202706,아파트,부산광역시 수영구 광안동 망미번영로38번길 104,372000000,252960000,35.1676625259308,129.113596989383
12095,부산광역시 남구 문현동,805-1,805.0,1.0,홍익빌레트Ⅲ,전세,49.86,202505,"14,300",13.0,2016.0,전포대로 23,202507~202707,아파트,부산광역시 남구 문현동 전포대로 23,175000000,119000000,35.1388935109757,129.066972985497
12143,부산광역시 금정구 장전동,604-12,604.0,12.0,윤성리버티,전세,49.7526,202505,"15,500",18.0,2019.0,온천장로125번길 28-20,202506~202706,아파트,부산광역시 금정구 장전동 온천장로125번길 28-20,136330000,92704400,35.2235639519749,129.084722836655
12175,부산광역시 부산진구 당감동,123,123.0,0.0,태화현대2,전세,59.72,202505,"20,000",8.0,1996.0,가야대로 635-13,202506~202706,아파트,부산광역시 부산진구 당감동 가야대로 635-13,315000000,214200000,35.1561948411934,129.041101811057
12196,부산광역시 영도구 대교동2가,151-3,151.0,3.0,아이블리스,전세,64.9716,202505,"20,000",12.0,2017.0,절영로 33,202506~202706,아파트,부산광역시 영도구 대교동2가 절영로 33,322000000,218960000,35.0913962770203,129.039501925373
12210,부산광역시 부산진구 부암동,Aug.52,52.0,8.0,허브팰리스더파크,전세,72.5229,202505,"25,000",4.0,2024.0,시민공원로19번길 51,202506~202706,아파트,부산광역시 부산진구 부암동 시민공원로19번길 51,475000000,323000000,35.1653450515688,129.051035203294
12216,부산광역시 부산진구 개금동,197-5,197.0,5.0,성원쌍떼뷰,전세,59.715,202505,"15,000",10.0,2004.0,개금온정로 5,202506~202706,아파트,부산광역시 부산진구 개금동 개금온정로 5,220000000,149600000,35.153770988473,129.024672295072
12252,부산광역시 해운대구 반여동,1662,1662.0,0.0,메가센텀한화꿈에그린,전세,84.9304,202505,"25,000",7.0,2008.0,반여로 67,202507~202707,아파트,부산광역시 해운대구 반여동 반여로 67,549000000,373320000,35.198078585653,129.122082174336
12255,부산광역시 동래구 사직동,1055,1055.0,0.0,사직역삼정그린코아더베스트2차,전세,84.71,202505,"46,000",6.0,2018.0,사직로 16,202507~202707,아파트,부산광역시 동래구 사직동 사직로 16,620000000,421600000,35.1965758501286,129.063517467923
12262,부산광역시 해운대구 중동,1521-32,1521.0,32.0,마마아파트,전세,127.73,202505,"20,000",5.0,1990.0,좌동순환로 405,202507~202707,아파트,부산광역시 해운대구 중동 좌동순환로 405,230000000,156400000,35.1619824962263,129.176369497681
12309,부산광역시 연제구 거제동,1513,1513.0,0.0,온천천2차동원로얄듀크,전세,78.2467,202505,"27,000",14.0,2013.0,거제천로269번길 41,202505~202705,아파트,부산광역시 연제구 거제동 거제천로269번길 41,425000000,289000000,35.1940488714293,129.085860911611
12324,부산광역시 금정구 구서동,1059,1059.0,0.0,구서동쌍용예가2단지,전세,84.9924,202505,"37,000",13.0,2010.0,금샘로 262,202505~202705,아파트,부산광역시 금정구 구서동 금샘로 262,577000000,392360000,35.2456938623528,129.08585826103
12361,부산광역시 사하구 하단동,529-13,529.0,13.0,섬진1,전세,83.89,202505,"18,000",11.0,2003.0,승학로3번길 23,202506~202706,아파트,부산광역시 사하구 하단동 승학로3번길 23,230000000,156400000,35.1073484052058,128.968244780794
12399,부산광역시 북구 금곡동,1917,1917.0,0.0,율리역벽산블루밍2단지,전세,84.987,202504,"26,000",1.0,2014.0,효열로 2,202505~202705,아파트,부산광역시 북구 금곡동 효열로 2,289000000,196520000,35.2471180421299,129.013557384454
12422,부산광역시 부산진구 개금동,1월 7일,1.0,7.0,개금우드빌,전세,44.87,202504,"8,000",12.0,1994.0,백양관문로77번길 81,202504~202704,아파트,부산광역시 부산진구 개금동 백양관문로77번길 81,88000000,59840000,35.1626663435084,129.026379748422
12424,부산광역시 영도구 동삼동,656,656.0,0.0,조양비취맨션,전세,48.45,202504,"6,000",1.0,1985.0,절영로 504,202504~202704,아파트,부산광역시 영도구 동삼동 절영로 504,75500000,51340000,35.0709375752394,129.070767885546
12426,부산광역시 영도구 청학동,135,135.0,0.0,화신,전세,84.6,202504,"11,000",3.0,1983.0,태종로358번길 3,202505~202705,아파트,부산광역시 영도구 청학동 태종로358번길 3,180000000,122400000,35.0934653973006,129.062749870447
12433,부산광역시 동구 초량동,865-166,865.0,166.0,화신1,전세,41.31,202504,"6,500",3.0,1986.0,망양로 516-4,202505~202705,아파트,부산광역시 동구 초량동 망양로 516-4,115000000,78200000,35.1185346437742,129.032165033694
12460,부산광역시 부산진구 당감동,797,797.0,0.0,"백양뜨란채,주공아파트(1단지)",전세,59.89,202504,"12,000",15.0,1999.0,백양산로53번길 125,202505~202705,아파트,부산광역시 부산진구 당감동 백양산로53번길 125,120000000,81600000,35.1711519461034,129.026345604739
12491,부산광역시 연제구 거제동,1466-19,1466.0,19.0,대호,전세,79.11,202504,"19,000",14.0,1996.0,거제천로255번길 53,202506~202706,아파트,부산광역시 연제구 거제동 거제천로255번길 53,220000000,149600000,35.1944841709067,129.084655252094
12539,부산광역시 해운대구 반여동,763-28,763.0,28.0,대산,전세,50.4,202504,"6,000",4.0,1984.0,선수촌로207번가길 10,202505~202705,아파트,부산광역시 해운대구 반여동 선수촌로207번가길 10,178000000,121040000,35.2108895041092,129.12379372391
12542,부산광역시 해운대구 중동,1515-2,1515.0,2.0,달맞이경동메르빌,전세,65.745,202504,"25,000",8.0,2002.0,달맞이길65번길 12-12,202505~202705,아파트,부산광역시 해운대구 중동 달맞이길65번길 12-12,310000000,210800000,35.1601840102591,129.174041365395
12549,부산광역시 남구 문현동,351-12,351.0,12.0,벽산기린,전세,84.95,202504,"19,000",14.0,1990.0,지게골로 52-15,202506~202706,아파트,부산광역시 남구 문현동 지게골로 52-15,290000000,197200000,35.1348944789754,129.071759407674
12558,부산광역시 남구 용호동,976,976.0,0.0,쌍용예가,전세,84.9995,202504,"27,000",5.0,2013.0,용호로216번가길 10,202506~202706,아파트,부산광역시 남구 용호동 용호로216번가길 10,380000000,258400000,35.1127482728234,129.109284097366
12565,부산광역시 남구 대연동,967-1,967.0,1.0,대영(967-1),전세,64.73,202504,"8,000",1.0,1976.0,석포로126번길 4,202505~202705,아파트,부산광역시 남구 대연동 석포로126번길 4,135000000,91800000,35.1281561951121,129.09132374603
12586,부산광역시 사하구 당리동,Mar.33,33.0,3.0,우림그린맨션,전세,84.78,202504,"12,000",10.0,1991.0,제석로95번길 22-5,202505~202705,아파트,부산광역시 사하구 당리동 제석로95번길 22-5,135000000,91800000,35.1097668210744,128.978416943787
12603,부산광역시 서구 암남동,611-5,611.0,5.0,송도현대,전세,84.865,202504,"8,000",14.0,1992.0,암남공원로 72,202505~202705,아파트,부산광역시 서구 암남동 암남공원로 72,260000000,176800000,35.0700500672896,129.016852658647
12604,부산광역시 부산진구 연지동,353-1,353.0,1.0,세동한신,전세,59.91,202504,"17,000",2.0,1995.0,새싹로 183,202505~202705,아파트,부산광역시 부산진구 연지동 새싹로 183,305000000,207400000,35.1717840601458,129.048936674435
12616,부산광역시 부산진구 범천동,875-11,875.0,11.0,평광우리가,전세,36.79,202504,"9,500",7.0,2015.0,신천대로65번길 90,202505~202705,아파트,부산광역시 부산진구 범천동 신천대로65번길 90,115000000,78200000,35.1461781678246,129.057816025653
12617,부산광역시 부산진구 범천동,1643,1643.0,0.0,범일역풍림아이원,전세,125.9662,202504,"39,000",9.0,2012.0,범일로154번길 33,202506~202706,아파트,부산광역시 부산진구 범천동 범일로154번길 33,395000000,268600000,35.1442374823168,129.061034928962
12630,부산광역시 부산진구 당감동,768-1,768.0,1.0,백산,전세,48.8,202504,"7,800",3.0,1988.0,백양순환로 55,202506~202706,아파트,부산광역시 부산진구 당감동 백양순환로 55,95000000,64600000,35.1701956107334,129.032642783903
12634,부산광역시 부산진구 부암동,560-14,560.0,14.0,협성피닉스타운,전세,148.35,202504,"20,000",1.0,1993.0,당감로 118,202505~202705,아파트,부산광역시 부산진구 부암동 당감로 118,167000000,113560000,35.1729756707124,129.036945657457
12642,부산광역시 부산진구 부전동,423-4,423.0,4.0,다솜빌,전세,34.53,202504,"7,900",3.0,2011.0,부전로95번길 40,202505~202705,아파트,부산광역시 부산진구 부전동 부전로95번길 40,50000000,34000000,35.1588285711733,129.052858794868
12658,부산광역시 동래구 안락동,603-13,603.0,13.0,안락지음,전세,45.9211,202504,"15,000",5.0,2017.0,충렬대로428번길 40,202506~202706,아파트,부산광역시 동래구 안락동 충렬대로428번길 40,215000000,146200000,35.1948614898675,129.104154680634
12669,부산광역시 동구 초량동,1165-11,1165.0,11.0,부산역유림줄리엣,전세,24.5973,202504,"10,300",11.0,2014.0,중앙대로274번길 7-3,202506~202706,아파트,부산광역시 동구 초량동 중앙대로274번길 7-3,52000000,35360000,35.1211126355306,129.043881421296
12675,부산광역시 영도구 동삼동,265,265.0,0.0,경전,전세,85.75,202504,"11,000",7.0,1993.0,동삼동로 10,202505~202705,아파트,부산광역시 영도구 동삼동 동삼동로 10,156000000,106080000,35.0808965763072,129.071501974261
12685,부산광역시 해운대구 우동,1007-16,1007.0,16.0,대우동삼,전세,164.5,202504,"40,000",3.0,1993.0,해운대로452번길 18,202507~202707,아파트,부산광역시 해운대구 우동 해운대로452번길 18,940000000,639200000,35.1632466596495,129.140278462921
12765,부산광역시 강서구 명지동,3243,3243.0,0.0,엘크루블루오션,전세,244.19,202504,"80,000",1.0,2012.0,명지오션시티12로 120,202506~202706,아파트,부산광역시 강서구 명지동 명지오션시티12로 120,910000000,618800000,35.0817497038607,128.908291649572
12796,부산광역시 사하구 괴정동,932-3,932.0,3.0,영원베네스트아파트,전세,69.21,202504,"23,900",3.0,2017.0,낙동대로234번길 1,202506~202706,아파트,부산광역시 사하구 괴정동 낙동대로234번길 1,295000000,200600000,35.0999449100617,128.991193959138
12801,부산광역시 해운대구 반여동,982-14,982.0,14.0,신동아,전세,59.78,202504,"12,000",19.0,1996.0,반여로 176,202505~202705,아파트,부산광역시 해운대구 반여동 반여로 176,170000000,115600000,35.2060697623062,129.127373925198
12845,부산광역시 사상구 주례동,317,317.0,0.0,동일,전세,84.93,202504,"12,000",2.0,1989.0,양지로 47,202505~202705,아파트,부산광역시 사상구 주례동 양지로 47,133000000,90440000,35.1535966539034,129.002854621879
12866,부산광역시 해운대구 재송동,1051-2,1051.0,2.0,현대(1051-2),전세,41.235,202504,"7,000",5.0,1988.0,해운대로81번길 60,202505~202705,아파트,부산광역시 해운대구 재송동 해운대로81번길 60,167500000,113900000,35.190580765956,129.122756627994
12902,부산광역시 금정구 장전동,732,732.0,0.0,금정산쌍용예가,전세,84.9024,202504,"32,000",22.0,2012.0,금강로379번길 50,202506~202706,아파트,부산광역시 금정구 장전동 금강로379번길 50,510000000,346800000,35.2426610490447,129.083902999243
12927,부산광역시 영도구 청학동,69-93,69.0,93.0,한일유앤아이,전세,84.4568,202504,"13,200",6.0,2005.0,일산봉로 58,202505~202705,아파트,부산광역시 영도구 청학동 일산봉로 58,173000000,117640000,35.0872108790618,129.065181140324
13003,부산광역시 동래구 명장동,300-89,300.0,89.0,한신,전세,66.6,202504,"9,000",4.0,1988.0,명서로112번길 82,202505~202705,아파트,부산광역시 동래구 명장동 명서로112번길 82,210000000,142800000,35.2087003723007,129.100562266891
13128,부산광역시 금정구 장전동,576-8,576.0,8.0,온천아이브,전세,28.32,202504,"13,000",15.0,2016.0,금강로 184,202506~202706,아파트,부산광역시 금정구 장전동 금강로 184,172500000,117300000,35.2248524929909,129.082253226781
13137,부산광역시 금정구 서동,208-22,208.0,22.0,대묵M-PARK(베스트로즈힐),전세,80.86,202504,"14,000",4.0,2006.0,반송로 397,202505~202705,아파트,부산광역시 금정구 서동 반송로 397,80000000,54400000,,
13152,부산광역시 해운대구 재송동,1071-8,1071.0,8.0,센텀시티더블유,전세,84.19,202504,"22,600",9.0,2013.0,해운대로123번길 5,202505~202705,아파트,부산광역시 해운대구 재송동 해운대로123번길 5,285000000,193800000,35.186284691403,129.121288678492
13155,부산광역시 남구 감만동,189-78,189.0,78.0,유창그린2차,전세,108.73,202504,"17,000",9.0,2012.0,양지골로 134,202505~202705,아파트,부산광역시 남구 감만동 양지골로 134,155000000,105400000,35.1154385444699,129.087557054455
13186,부산광역시 동래구 안락동,466-19,466.0,19.0,덕경네오빌,전세,69.9182,202504,"15,300",5.0,2006.0,안락로125번길 31,202505~202705,아파트,부산광역시 동래구 안락동 안락로125번길 31,230000000,156400000,35.20016780349,129.110764468848
13196,부산광역시 동래구 명장동,300-55,300.0,55.0,동양맨션,전세,58.28,202504,"7,500",5.0,1982.0,명서로 160,202506~202706,아파트,부산광역시 동래구 명장동 명서로 160,180000000,122400000,35.2089685907854,129.101660572011
13233,부산광역시 연제구 연산동,1143-2,1143.0,2.0,성우로하스캐슬,전세,33.29,202504,"17,010",9.0,2017.0,거제천로154번길 41,202505~202705,아파트,부산광역시 연제구 연산동 거제천로154번길 41,160000000,108800000,35.1865133688886,129.079206297367
13250,부산광역시 사상구 괘법동,521-1,521.0,1.0,사상센텀아파트,전세,57.44,202504,"17,500",6.0,2017.0,광장로21번길 46,202506~202706,아파트,부산광역시 사상구 괘법동 광장로21번길 46,178000000,121040000,35.1652160397857,128.97979210978
13273,부산광역시 기장군 일광읍 삼성리,713-1,713.0,1.0,선우,전세,80.79,202504,"9,975",4.0,1991.0,일역길 75-38,202504~202704,아파트,부산광역시 기장군 일광읍 삼성리 일역길 75-38,190000000,129200000,35.2618856494293,129.231851031252
13276,부산광역시 연제구 거제동,589-11,589.0,11.0,큐브빌,전세,49.736,202504,"14,900",8.0,2016.0,거제시장로 36,202506~202706,아파트,부산광역시 연제구 거제동 거제시장로 36,187000000,127160000,35.1823169216922,129.07122794432
13291,부산광역시 기장군 기장읍 교리,268,268.0,0.0,부전타워,전세,83.36,202504,"11,000",5.0,1992.0,차성로436번길 28,202505~202705,아파트,부산광역시 기장군 기장읍 교리 차성로436번길 28,117000000,79560000,35.2539551795585,129.220086349138
