"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"135","부산광역시 부산진구 가야동","4**","단독","8m미만","26.78","76.00","202507","09","38,300","개인","개인","1969","대학로45번가길","-","중개거래","부산 부산진구"
"136","부산광역시 중구 영주동","2**","단독","8m미만","67.47","65.47","202507","09","9,500","개인","개인","1974","영초길","-","직거래","-"
"137","부산광역시 연제구 연산동","6**","단독","8m미만","104.08","117.70","202507","09","53,400","개인","개인","1975","고분로31번길","-","중개거래","부산 연제구"
"138","부산광역시 수영구 광안동","1**","단독","12m미만","145.36","152.10","202507","09","90,000","개인","개인","1975","무학로33번길","-","중개거래","부산 수영구"
"139","부산광역시 부산진구 범전동","7*","단독","8m미만","48.26","67.00","202507","09","59,960","개인","개인","1974","범양로50번길","-","중개거래","부산 부산진구"
"140","부산광역시 남구 대연동","2**","단독","8m미만","76.53","146.00","202507","08","25,000","개인","개인","1982","황령대로","-","직거래","-"
"141","부산광역시 동래구 온천동","4**","단독","-","49.90","91.00","202507","08","22,000","개인","법인","1969","금강로","-","중개거래","부산 동래구"
"142","부산광역시 금정구 장전동","7*","단독","8m미만","46.28","106.00","202507","08","25,000","개인","개인","1972","금강로335번길","-","직거래","-"
"143","부산광역시 북구 덕천동","4**","단독","8m미만","287.15","144.20","202507","08","68,500","개인","개인","2008","만덕대로142번가길","-","중개거래","부산 북구"
"144","부산광역시 금정구 서동","3**","다가구","8m미만","103.81","50.00","202507","08","10,000","개인","개인","1994","삼차로","-","직거래","-"
"145","부산광역시 서구 아미동2가","8*","단독","8m미만","30.00","46.60","202507","07","4,500","개인","개인","1985","해돋이로240번길","-","직거래","-"
"146","부산광역시 수영구 광안동","7**","단독","12m미만","137.66","131.30","202507","07","94,000","개인","개인","1983","장대골로7번길","-","중개거래","부산 수영구"
"147","부산광역시 수영구 광안동","3**","다가구","8m미만","182.68","102.00","202507","07","72,500","개인","개인","1994","수영로534번길","-","중개거래","부산 수영구"
"148","부산광역시 동래구 안락동","9**","단독","12m미만","266.23","149.10","202507","07","59,000","개인","개인","2004","반송로250번길","-","중개거래","부산 동래구"
"149","부산광역시 금정구 서동","2**","단독","12m미만","140.23","157.40","202507","07","13,700","개인","개인","1978","반송로354번길","-","중개거래","부산 동래구"
"150","부산광역시 기장군 장안읍 덕선리","2**","단독","8m미만","132.83","400.00","202507","07","35,000","개인","개인","2000","선암길","-","중개거래","부산 기장군"
"151","부산광역시 금정구 남산동","1**","다가구","12m미만","167.02","338.50","202507","07","150,120","법인","개인","1979","중앙대로2007번길","-","중개거래","부산 금정구"
"152","부산광역시 남구 문현동","7**","단독","8m미만","39.52","23.80","202507","07","32,000","개인","개인","1985","문현금융로","-","중개거래","부산 남구, 부산 연제구"
"153","부산광역시 금정구 부곡동","3**","단독","8m미만","96.86","155.00","202507","07","26,500","개인","개인","1975","부곡로168번길","-","직거래","-"
"154","부산광역시 수영구 광안동","1**","단독","8m미만","51.57","106.90","202507","06","70,000","개인","개인","1981","수영로554번가길","-","중개거래","부산 수영구"
"155","부산광역시 수영구 광안동","1**","단독","8m미만","51.57","106.90","202507","06","70,000","개인","개인","1981","수영로554번가길","20250731","중개거래","부산 수영구"
"156","부산광역시 부산진구 범전동","2*","단독","8m미만","53.00","132.00","202507","06","88,000","개인","개인","1900","경마장로","-","중개거래","부산 부산진구"
"157","부산광역시 기장군 기장읍 내리","1**","단독","8m미만","53.99","228.00","202507","05","28,400","개인","개인","1936","백동길","-","중개거래","부산 기장군, 부산 부산진구"
"158","부산광역시 부산진구 범전동","4**","단독","8m미만","57.24","96.00","202507","05","75,000","개인","개인","1985","범양로45번길","-","중개거래","부산 부산진구"
"159","부산광역시 기장군 기장읍 내리","1**","단독","8m미만","53.99","228.00","202507","05","28,400","개인","개인","1936","백동길","20250721","중개거래","부산 기장군, 부산 부산진구"
"160","부산광역시 동구 초량동","9**","단독","8m미만","76.53","143.00","202507","05","37,400","개인","개인","1999","초량상로79번길","-","중개거래","부산 동구"
"161","부산광역시 사하구 장림동","6**","다가구","8m미만","80.18","33.00","202507","05","3,400","법인","개인","1994","장림시장10길","-","중개거래","부산 부산진구, 부산 사하구"
"162","부산광역시 수영구 망미동","2**","단독","8m미만","99.17","107.80","202507","04","25,000","개인","개인","1975","망미번영로92번길","-","중개거래","부산 수영구"
"163","부산광역시 부산진구 양정동","2**","단독","8m미만","121.70","109.80","202507","04","34,000","개인","개인","1995","거제천로18번길","-","직거래","-"
"164","부산광역시 부산진구 전포동","3**","단독","8m미만","152.89","152.10","202507","04","48,000","개인","개인","1964","전포대로132번길","-","직거래","-"
"165","부산광역시 수영구 망미동","7**","단독","12m미만","112.63","111.10","202507","04","54,010","개인","개인","1972","연수로336번길","-","중개거래","부산 수영구"
"166","부산광역시 기장군 일광읍 용천리","6**","단독","8m미만","78.48","185.00","202507","03","26,000","개인","개인","1964","","-","직거래","-"
"167","부산광역시 동구 초량동","7**","단독","8m미만","30.21","54.00","202507","03","6,800","개인","개인","2025","망양로579번가길","-","중개거래","부산 동구"
"168","부산광역시 동래구 안락동","4**","단독","12m미만","164.07","148.70","202507","03","49,000","개인","개인","1979","충렬대로457번길","-","중개거래","부산 동래구"
"169","부산광역시 해운대구 우동","5**","단독","12m미만","129.33","185.00","202507","02","178,000","개인","개인","1977","우동1로20번길","-","중개거래","부산 연제구"
"170","부산광역시 동래구 명장동","1**","단독","8m미만","156.80","142.00","202507","02","25,000","개인","개인","1996","명장로80번가길","-","중개거래","부산 동래구"
"171","부산광역시 영도구 동삼동","3**","단독","8m미만","18.08","188.00","202507","02","6,100","개인","개인","1985","장수4길","-","직거래","-"
"172","부산광역시 부산진구 범전동","2*","단독","8m미만","46.61","79.00","202507","02","65,900","개인","개인","1971","양성로7번길","-","중개거래","부산 부산진구"
"173","부산광역시 영도구 남항동2가","3*","단독","8m미만","114.81","149.10","202507","02","38,780","법인","개인","1900","남항서로104번길","-","중개거래","부산 영도구"
"174","부산광역시 남구 문현동","7**","단독","8m미만","68.37","25.50","202507","02","30,990","개인","개인","1985","전포대로67번길","-","중개거래","부산 금정구"
"175","부산광역시 영도구 동삼동","3**","단독","8m미만","35.28","188.00","202507","02","11,900","개인","개인","1985","장수4길","-","직거래","-"
"176","부산광역시 부산진구 개금동","6**","단독","8m미만","56.86","96.50","202507","02","19,300","개인","개인","1976","가야대로424번길","-","중개거래","부산 부산진구"
"177","부산광역시 동구 좌천동","9**","단독","8m미만","68.06","43.00","202507","02","6,000","개인","개인","2001","진성로68번길","-","직거래","-"
"178","부산광역시 부산진구 당감동","8*","단독","8m미만","33.06","122.00","202507","02","12,000","개인","개인","1900","가야대로681번길","-","직거래","-"
"179","부산광역시 강서구 대저2동","1***","단독","8m미만","114.06","397.00","202507","02","45,000","개인","개인","2000","경전철로31번길","-","직거래","-"
"180","부산광역시 영도구 남항동3가","3*","단독","12m미만","198.94","190.20","202507","02","53,000","개인","개인","1985","남항남로19번길","-","직거래","-"
"181","부산광역시 사하구 당리동","3**","단독","8m미만","403.88","132.20","202507","01","106,000","공공기관","개인","2014","낙동대로398번길","-","직거래","-"
"182","부산광역시 사하구 장림동","3**","단독","8m미만","467.86","538.00","202507","01","107,000","법인","개인","1997","다대로300번길","-","직거래","-"
"183","부산광역시 사하구 감천동","1*","단독","8m미만","97.39","95.00","202507","01","13,000","개인","개인","1979","감내1로","-","직거래","-"
"184","부산광역시 사하구 감천동","4**","단독","25m이상","237.55","139.00","202507","01","115,000","개인","개인","1978","옥천로","-","직거래","-"
"185","부산광역시 서구 남부민동","3**","단독","25m미만","115.44","127.00","202507","01","15,500","개인","개인","1970","천마로","-","직거래","-"
"186","부산광역시 영도구 남항동2가","3*","단독","8m미만","57.65","74.70","202507","01","21,460","법인","개인","1900","남항서로104번길","-","중개거래","부산 영도구"
"187","부산광역시 동구 수정동","6**","단독","8m미만","131.13","64.00","202507","01","14,000","개인","개인","2004","수정북로23번길","-","중개거래","부산 동구"
"188","부산광역시 금정구 장전동","1**","단독","12m미만","169.13","166.40","202507","01","33,000","개인","개인","1978","수림로66번길","-","중개거래","부산 금정구"
"189","부산광역시 해운대구 반송동","2*","단독","8m미만","41.20","36.00","202507","01","3,500","개인","개인","1980","윗반송로31번길","-","직거래","-"
"190","부산광역시 동구 좌천동","1***","단독","8m미만","73.70","105.00","202507","01","13,900","개인","개인","1962","좌천서로","-","중개거래","부산 동구"
"191","부산광역시 동래구 칠산동","*","단독","8m미만","40.95","83.00","202507","01","25,000","개인","개인","1985","칠산로47번길","-","중개거래","부산 동래구"
"192","부산광역시 동구 초량동","9**","단독","8m미만","49.32","106.00","202507","01","8,000","개인","개인","1900","초량상로89번길","-","직거래","-"
"193","부산광역시 해운대구 반송동","2**","단독","8m미만","124.44","50.00","202506","30","8,000","개인","개인","1991","아랫반송로39번길","20250711","중개거래","부산 해운대구"
"194","부산광역시 영도구 남항동2가","3*","단독","12m미만","52.76","73.70","202506","30","28,000","법인","개인","1900","남항서로104번길","-","중개거래","부산 영도구"
"195","부산광역시 영도구 남항동2가","3*","단독","12m미만","93.22","69.40","202506","30","14,000","법인","개인","1900","남항서로104번길","-","중개거래","부산 영도구"
"196","부산광역시 연제구 연산동","3**","다가구","12m미만","197.91","171.90","202506","30","80,000","공공기관","개인","1986","과정로278번길","-","중개거래","부산 연제구"
"197","부산광역시 영도구 영선동3가","1**","단독","8m미만","93.72","98.80","202506","30","21,500","개인","개인","1970","향촌길","-","중개거래","부산 영도구"
"198","부산광역시 금정구 부곡동","2**","단독","8m미만","141.09","152.40","202506","30","30,000","개인","개인","1978","중앙대로1719번길","-","직거래","-"
"199","부산광역시 사하구 감천동","1*","단독","8m미만","30.00","54.00","202506","30","2,500","개인","개인","1985","옥천로","-","직거래","-"
"200","부산광역시 해운대구 반송동","6*","단독","8m미만","41.48","62.00","202506","30","11,000","개인","개인","1977","윗반송로51번길","-","중개거래","부산 연제구"
"201","부산광역시 기장군 일광읍 원리","4**","단독","8m미만","529.37","2441.00","202506","30","147,000","개인","개인","","기장대로","-","중개거래","부산 기장군"
"202","부산광역시 영도구 청학동","1**","단독","8m미만","101.96","89.00","202506","29","10,400","개인","개인","1992","청학로6번길","-","중개거래","부산 서구"
"203","부산광역시 기장군 기장읍 신천리","9*","단독","12m미만","59.50","243.00","202506","28","33,500","개인","개인","1995","죽성로","-","중개거래","부산 기장군, 부산 해운대구"
"204","부산광역시 영도구 봉래동5가","1**","단독","8m미만","85.00","96.00","202506","28","10,500","개인","개인","1995","나팔꽃길","-","중개거래","부산 남구"
"205","부산광역시 연제구 연산동","1**","단독","8m미만","159.45","150.00","202506","28","27,000","개인","개인","1988","고분로247번길","-","직거래","-"
"206","부산광역시 동구 범일동","1***","다가구","12m미만","82.72","44.00","202506","28","9,400","개인","개인","2003","범곡로","-","중개거래","부산 동구"
"207","부산광역시 금정구 구서동","1**","단독","25m미만","160.20","110.00","202506","27","30,000","개인","개인","1984","금단로","-","중개거래","부산 금정구"
"208","부산광역시 해운대구 반송동","2**","다가구","8m미만","91.20","46.00","202506","27","10,200","개인","개인","1984","아랫반송로59번길","-","중개거래","부산 사상구"
"209","부산광역시 남구 대연동","1***","단독","8m미만","178.26","201.00","202506","27","40,000","개인","개인","2001","전선등로61번길","-","중개거래","부산 남구"
"210","부산광역시 사하구 하단동","5**","단독","8m미만","123.86","110.50","202506","26","11,000","개인","개인","1987","낙동대로486번길","-","직거래","-"
"211","부산광역시 사상구 주례동","4**","단독","8m미만","127.72","162.07","202506","26","56,000","법인","개인","1980","가야대로","-","직거래","-"
"212","부산광역시 남구 우암동","1**","단독","8m미만","23.00","27.40","202506","26","4,500","개인","개인","1985","우암번영로39번길","-","중개거래","부산 남구"
"213","부산광역시 해운대구 반송동","2*","단독","8m미만","124.96","36.00","202506","26","9,000","개인","개인","1993","윗반송로31번길","-","중개거래","부산 해운대구"
"214","부산광역시 금정구 서동","3**","단독","8m미만","76.37","46.00","202506","26","8,200","개인","개인","1977","서동시장길","-","직거래","-"
"215","부산광역시 부산진구 범천동","8**","단독","12m미만","296.48","102.50","202506","25","110,000","법인","개인","1962","중앙대로621번길","-","직거래","-"
"216","부산광역시 수영구 수영동","3**","단독","8m미만","133.75","124.00","202506","25","21,800","개인","개인","1984","수미로50번가길","-","중개거래","부산 수영구"
"217","부산광역시 강서구 대저2동","2***","단독","12m미만","146.40","331.00","202506","25","50,000","개인","개인","1992","공항앞길177번길","-","중개거래","부산 강서구"
"218","부산광역시 금정구 서동","5**","다가구","8m미만","120.06","53.00","202506","25","12,000","개인","개인","2005","서동로87번길","-","중개거래","부산 금정구"
"219","부산광역시 남구 대연동","1***","단독","8m미만","27.27","243.00","202506","25","45,000","개인","개인","2001","석포로73번가길","-","중개거래","부산 남구, 부산 연제구"
"220","부산광역시 서구 서대신동3가","5**","단독","8m미만","41.65","20.00","202506","24","6,800","개인","개인","1969","대티로179번길","-","중개거래","부산 서구"
"221","부산광역시 부산진구 전포동","3**","단독","8m미만","95.35","81.40","202506","24","64,000","법인","개인","1966","서전로58번길","-","중개거래","부산 부산진구"
"222","부산광역시 남구 대연동","2**","다가구","8m미만","130.44","126.40","202506","24","57,305","법인","개인","1989","진남로36번길","-","중개거래","부산 남구"
"223","부산광역시 사하구 다대동","9**","다가구","8m미만","186.14","130.80","202506","24","20,100","개인","개인","1986","윤공단로132번길","-","중개거래","부산 사하구"
"224","부산광역시 서구 서대신동3가","5**","단독","8m미만","41.65","19.00","202506","24","6,500","개인","개인","1969","대티로179번길","-","중개거래","부산 서구"
"225","부산광역시 사하구 괴정동","1***","단독","8m미만","22.10","13.50","202506","23","3,000","개인","개인","1985","사하로186번라길","-","직거래","-"
"226","부산광역시 수영구 망미동","4**","단독","8m미만","96.72","96.00","202506","23","81,312","기타","개인","1984","수미로41번길","-","직거래","-"
"227","부산광역시 사상구 모라동","7**","단독","8m미만","139.86","117.00","202506","23","20,300","개인","개인","1992","사상로469번가길","-","중개거래","부산 사상구"
"228","부산광역시 부산진구 전포동","3**","단독","8m미만","56.20","142.10","202506","23","85,500","개인","개인","1974","동성로39번길","-","중개거래","부산 부산진구"
"229","부산광역시 금정구 선동","4**","단독","8m미만","26.45","195.00","202506","23","80,000","법인","개인","1988","상현로67번길","-","직거래","-"
"230","부산광역시 영도구 신선동3가","1**","단독","8m미만","51.10","36.00","202506","23","11,000","개인","개인","1996","배꽃길","-","직거래","-"
"231","부산광역시 해운대구 우동","1**","단독","12m미만","130.08","149.00","202506","22","123,000","개인","개인","1978","우동2로","-","중개거래","부산 해운대구"
"232","부산광역시 해운대구 우동","4**","단독","8m미만","156.18","160.00","202506","21","107,000","개인","개인","1988","우동1로50번길","-","중개거래","부산 동래구, 부산 해운대구"
"233","부산광역시 부산진구 범전동","7*","단독","8m미만","81.66","109.00","202506","21","79,912","개인","개인","1975","경마장로5번길","-","중개거래","부산 금정구, 부산 연제구"
"234","부산광역시 수영구 광안동","1***","단독","8m미만","491.81","198.00","202506","21","165,000","법인","개인","1992","연수로348번길","-","중개거래","부산 수영구"
"235","부산광역시 사하구 괴정동","5**","단독","8m미만","118.09","162.20","202506","21","38,000","개인","개인","1978","괴정로","-","중개거래","부산 사하구"
"236","부산광역시 영도구 청학동","4**","단독","8m미만","57.60","44.00","202506","21","6,100","개인","개인","1985","청학북로34번길","-","중개거래","부산 영도구"
"237","부산광역시 금정구 서동","5**","다가구","8m미만","136.62","51.00","202506","21","15,000","개인","개인","1991","서동로92번길","20250707","중개거래","인천 연수구"
"238","부산광역시 해운대구 우동","1**","단독","8m미만","115.06","185.00","202506","21","119,500","개인","개인","1981","우동2로30번가길","-","중개거래","부산 해운대구"
