NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,보증금(만원),층,건축년도,도로명,계약기간,주택유형,전체주소,주택매매가격(만원)
2617,부산광역시 사하구 괴정동,386-26,386.0,26.0,,전세,76.16,202505,"14,000",3.0,1999.0,사리로 11,202506~202706,연립주택,부산광역시 사하구 괴정동 사리로 11,16000
2643,부산광역시 영도구 청학동,214-29,214.0,29.0,,전세,59.8257,202505,"15,000",9.0,2018.0,태종로332번길 5,202506~202706,연립주택,부산광역시 영도구 청학동 태종로332번길 5,21000
2644,부산광역시 중구 부평동3가,Feb.72,72.0,2.0,,전세,49.08,202505,"11,000",7.0,2014.0,흑교로25번길 10-1,202506~202706,연립주택,부산광역시 중구 부평동3가 흑교로25번길 10-1,16300
2648,부산광역시 수영구 망미동,201-1,201.0,1.0,,전세,64.4,202505,"8,500",1.0,1979.0,구락로 120,202506~202706,연립주택,부산광역시 수영구 망미동 구락로 120,11500
2651,부산광역시 서구 서대신동3가,31-357,31.0,357.0,,전세,68.04,202505,"9,600",1.0,2001.0,시약로 105,202506~202706,연립주택,부산광역시 서구 서대신동3가 시약로 105,9000
2662,부산광역시 기장군 기장읍 청강리,89,89.0,0.0,,전세,68.05,202505,"15,000",4.0,2020.0,차성동로20번길 16,202506~202706,연립주택,부산광역시 기장군 기장읍 청강리 차성동로20번길 16,14500
2666,부산광역시 수영구 광안동,133-35,133.0,35.0,,전세,16.647,202505,"5,000",2.0,2017.0,수영로600번길 81,202506~202706,연립주택,부산광역시 수영구 광안동 수영로600번길 81,17000
2669,부산광역시 사상구 모라동,831-2,831.0,2.0,,전세,47.68,202505,"12,000",11.0,2018.0,사상로 470-6,202507~202707,연립주택,부산광역시 사상구 모라동 사상로 470-6,13300
2683,부산광역시 수영구 민락동,227-72,227.0,72.0,,전세,59.51,202505,"11,000",2.0,2000.0,민락로12번길 26,202508~202708,연립주택,부산광역시 수영구 민락동 민락로12번길 26,19700
2736,부산광역시 수영구 민락동,147-19,147.0,19.0,,전세,46.17,202505,"7,000",1.0,1982.0,감포로48번길 4,202505~202705,연립주택,부산광역시 수영구 민락동 감포로48번길 4,23000
2778,부산광역시 수영구 광안동,146-16,146.0,16.0,,전세,16.07,202505,"5,000",3.0,2012.0,수영로588번길 17,202506~202706,연립주택,부산광역시 수영구 광안동 수영로588번길 17,16000
2823,부산광역시 수영구 수영동,490-12,490.0,12.0,,전세,20.94,202505,"10,000",2.0,2023.0,구락로25번길 41,202507~202707,연립주택,부산광역시 수영구 수영동 구락로25번길 41,16500
2831,부산광역시 해운대구 재송동,1167-1,1167.0,1.0,,전세,44.16,202505,"9,000",2.0,2017.0,재송2로85번길 30,202506~202706,연립주택,부산광역시 해운대구 재송동 재송2로85번길 30,14000
2846,부산광역시 수영구 광안동,1064-3,1064.0,3.0,,전세,24.3,202505,"7,000",3.0,2019.0,연수로392번가길 3,202506~202706,연립주택,부산광역시 수영구 광안동 연수로392번가길 3,19000
2864,부산광역시 해운대구 중동,1481-5,1481.0,5.0,,전세,114.44,202505,"22,000",3.0,2000.0,달맞이길117번가길 210,202505~202705,연립주택,부산광역시 해운대구 중동 달맞이길117번가길 210,27400
2902,부산광역시 수영구 광안동,1170-18,1170.0,18.0,,전세,76.17,202505,"9,000",3.0,1997.0,장대골로76번길 11,202506~202706,연립주택,부산광역시 수영구 광안동 장대골로76번길 11,36800
2905,부산광역시 수영구 광안동,Mar.92,92.0,3.0,,전세,38.05,202505,"6,500",1.0,1969.0,수영로660번길 37,202506~202706,연립주택,부산광역시 수영구 광안동 수영로660번길 37,20000
2906,부산광역시 수영구 광안동,138-25,138.0,25.0,,전세,17.13,202505,"4,000",3.0,2010.0,광안로21번길 54,202505~202705,연립주택,부산광역시 수영구 광안동 광안로21번길 54,24000
2907,부산광역시 수영구 광안동,139-6,139.0,6.0,,전세,20.55,202505,"6,000",5.0,2011.0,광안로21번길 53,202506~202706,연립주택,부산광역시 수영구 광안동 광안로21번길 53,19000
2932,부산광역시 사하구 당리동,326-7,326.0,7.0,,전세,48.23,202505,"10,000",1.0,1981.0,제석로18번길 56,202505~202705,연립주택,부산광역시 사하구 당리동 제석로18번길 56,11000
3000,부산광역시 연제구 연산동,716-13,716.0,13.0,,전세,18.43,202505,"5,000",5.0,2011.0,중앙대로1066번길 46,202505~202705,연립주택,부산광역시 연제구 연산동 중앙대로1066번길 46,4500
3022,부산광역시 금정구 서동,302-416,302.0,416.0,,전세,46.25,202505,"4,000",1.0,1997.0,서명로 30,202505~202705,연립주택,부산광역시 금정구 서동 서명로 30,12000
3056,부산광역시 동래구 사직동,148-36,148.0,36.0,,전세,74.97,202505,"13,000",1.0,2003.0,여고로103번길 32,202506~202706,연립주택,부산광역시 동래구 사직동 여고로103번길 32,25000
3090,부산광역시 남구 문현동,365-19,365.0,19.0,,전세,49.73,202505,"7,600",2.0,1977.0,지게골로 31,202506~202706,연립주택,부산광역시 남구 문현동 지게골로 31,8600
3141,부산광역시 부산진구 전포동,191-718,191.0,718.0,,전세,57.94,202505,"6,800",4.0,2000.0,진남로373번길 8,202506~202706,연립주택,부산광역시 부산진구 전포동 진남로373번길 8,12500
3187,부산광역시 수영구 광안동,1033-26,1033.0,26.0,,전세,18.29,202505,"9,500",2.0,2022.0,연수로364번길 20,202506~202706,연립주택,부산광역시 수영구 광안동 연수로364번길 20,16000
3257,부산광역시 중구 영주동,280-11,280.0,11.0,,전세,28.96,202505,"8,600",3.0,2022.0,동영로 63,202505~202705,연립주택,부산광역시 중구 영주동 동영로 63,13000
3262,부산광역시 부산진구 연지동,188-10,188.0,10.0,,전세,31.609,202505,"8,000",2.0,2017.0,연지로17번길 6,202506~202706,연립주택,부산광역시 부산진구 연지동 연지로17번길 6,6000
3268,부산광역시 해운대구 반여동,1291-295,1291.0,295.0,,전세,57.0,202505,"5,000",3.0,1992.0,재반로241번길 19,202505~202705,연립주택,부산광역시 해운대구 반여동 재반로241번길 19,8500
3284,부산광역시 남구 대연동,455-30,455.0,30.0,,전세,62.63,202505,"15,000",5.0,2012.0,황령대로492번길 74,202506~202706,연립주택,부산광역시 남구 대연동 황령대로492번길 74,22000
3312,부산광역시 연제구 거제동,566-3,566.0,3.0,,전세,22.265,202505,"9,000",5.0,2023.0,거제대로118번길 48,202505~202705,연립주택,부산광역시 연제구 거제동 거제대로118번길 48,13500
3333,부산광역시 수영구 남천동,9월 12일,9.0,12.0,,전세,24.42,202505,"5,500",4.0,2011.0,광남로22번길 15-4,202505~202705,연립주택,부산광역시 수영구 남천동 광남로22번길 15-4,9300
3336,부산광역시 수영구 광안동,135-19,135.0,19.0,,전세,19.0815,202505,"10,000",2.0,2018.0,수영로600번길 50,202506~202706,연립주택,부산광역시 수영구 광안동 수영로600번길 50,19000
3338,부산광역시 부산진구 당감동,778-37,778.0,37.0,,전세,84.925,202505,"9,690",3.0,1997.0,당감서로100번길 70,202505~202705,연립주택,부산광역시 부산진구 당감동 당감서로100번길 70,12000
3345,부산광역시 수영구 민락동,157-8,157.0,8.0,,전세,19.12,202505,"10,000",4.0,2022.0,감포로18번길 18,202506~202706,연립주택,부산광역시 수영구 민락동 감포로18번길 18,14300
3421,부산광역시 사하구 다대동,959,959.0,0.0,,전세,77.82,202505,"13,000",3.0,1990.0,윤공단로 25,202505~202705,연립주택,부산광역시 사하구 다대동 윤공단로 25,18000
3438,부산광역시 해운대구 송정동,156-3,156.0,3.0,,전세,70.88,202505,"12,000",4.0,2003.0,송정1로7번길 12,202506~202706,연립주택,부산광역시 해운대구 송정동 송정1로7번길 12,16800
3445,부산광역시 북구 덕천동,300-2,300.0,2.0,,전세,67.74,202505,"7,800",1.0,1995.0,의성로 41-4,202505~202705,연립주택,부산광역시 북구 덕천동 의성로 41-4,9800
3446,부산광역시 동래구 사직동,72-45,72.0,45.0,,전세,14.71,202505,"5,000",3.0,2011.0,아시아드대로171번길 36,202506~202706,연립주택,부산광역시 동래구 사직동 아시아드대로171번길 36,12000
3487,부산광역시 수영구 광안동,516-5,516.0,5.0,,전세,69.8525,202505,"15,000",2.0,2017.0,광서로 63-1,202506~202706,연립주택,부산광역시 수영구 광안동 광서로 63-1,20000
3488,부산광역시 수영구 광안동,545-7,545.0,7.0,,전세,63.975,202505,"12,000",3.0,2002.0,장대골로 57,202505~202705,연립주택,부산광역시 수영구 광안동 장대골로 57,34500
3512,부산광역시 사하구 다대동,930,930.0,0.0,,전세,42.75,202505,"4,500",3.0,1991.0,윤공단로 103,202505~202705,연립주택,부산광역시 사하구 다대동 윤공단로 103,9500
3545,부산광역시 남구 용호동,536-26,536.0,26.0,,전세,65.09,202504,"1,000",1.0,2018.0,용호로232번길 71,202505~202705,연립주택,부산광역시 남구 용호동 용호로232번길 71,15500
3566,부산광역시 수영구 수영동,497-1,497.0,1.0,,전세,46.64,202504,"7,700",1.0,1984.0,수미로86번길 9,202505~202705,연립주택,부산광역시 수영구 수영동 수미로86번길 9,34000
3590,부산광역시 동래구 사직동,350-11,350.0,11.0,,전세,66.12,202504,"12,000",2.0,1983.0,아시아드대로184번길 48,202505~202705,연립주택,부산광역시 동래구 사직동 아시아드대로184번길 48,36000
3618,부산광역시 사하구 괴정동,555-35,555.0,35.0,,전세,17.29,202504,"4,000",2.0,2013.0,사하로141번길 140,202506~202706,연립주택,부산광역시 사하구 괴정동 사하로141번길 140,10000
3646,부산광역시 수영구 광안동,176-1,176.0,1.0,,전세,18.35,202504,"8,550",2.0,2016.0,수영로528번길 22,202507~202707,연립주택,부산광역시 수영구 광안동 수영로528번길 22,15500
3701,부산광역시 수영구 광안동,149-3,149.0,3.0,,전세,33.84,202504,"10,000",2.0,2016.0,광안로21번길 16,202507~202707,연립주택,부산광역시 수영구 광안동 광안로21번길 16,23500
3713,부산광역시 수영구 광안동,538-5,538.0,5.0,,전세,44.53,202504,"8,000",1.0,1979.0,광일로67번길 71,202505~202705,연립주택,부산광역시 수영구 광안동 광일로67번길 71,30000
3716,부산광역시 동래구 낙민동,168-6,168.0,6.0,,전세,26.588,202504,"5,300",2.0,2021.0,반송로171번길 34,202505~202705,연립주택,부산광역시 동래구 낙민동 반송로171번길 34,10500
3741,부산광역시 동래구 사직동,3월 25일,25.0,3.0,,전세,45.61,202504,"10,500",4.0,2015.0,사직북로34번길 15,202504~202704,연립주택,부산광역시 동래구 사직동 사직북로34번길 15,15000
3764,부산광역시 사하구 다대동,960,960.0,0.0,,전세,45.18,202504,"4,000",2.0,1986.0,윤공단로17번길 29,202505~202705,연립주택,부산광역시 사하구 다대동 윤공단로17번길 29,6950
3835,부산광역시 수영구 광안동,176-3,176.0,3.0,,전세,25.41,202504,"3,500",3.0,1998.0,수영로528번길 26,202504~202604,연립주택,부산광역시 수영구 광안동 수영로528번길 26,18000
3862,부산광역시 동래구 안락동,411-7,411.0,7.0,,전세,16.668,202504,"8,200",4.0,2022.0,명안로17번길 16,202505~202705,연립주택,부산광역시 동래구 안락동 명안로17번길 16,14400
3920,부산광역시 해운대구 반여동,616-8,616.0,8.0,,전세,53.55,202504,"6,500",4.0,1992.0,삼어로91번길 106-1,202504~202704,연립주택,부산광역시 해운대구 반여동 삼어로91번길 106-1,7000
3953,부산광역시 연제구 연산동,581-10,581.0,10.0,,전세,66.34,202504,"11,000",1.0,1983.0,세병로24번길 35,202505~202705,연립주택,부산광역시 연제구 연산동 세병로24번길 35,12000
4002,부산광역시 해운대구 중동,1496-5,1496.0,5.0,,전세,70.25,202504,"11,000",2.0,2017.0,달맞이길117번다길 88-2,202505~202705,연립주택,부산광역시 해운대구 중동 달맞이길117번다길 88-2,11500
4010,부산광역시 동래구 안락동,428-16,428.0,16.0,,전세,16.92,202504,"4,500",5.0,2012.0,명장로22번길 112,202505~202705,연립주택,부산광역시 동래구 안락동 명장로22번길 112,15900
4042,부산광역시 수영구 광안동,167-5,167.0,5.0,,전세,17.1,202504,"6,100",3.0,2011.0,수영로546번길 16,202505~202705,연립주택,부산광역시 수영구 광안동 수영로546번길 16,15050
4068,부산광역시 부산진구 초읍동,225,225.0,0.0,,전세,47.67,202504,"7,000",2.0,1980.0,성지로83번길 11,202506~202706,연립주택,부산광역시 부산진구 초읍동 성지로83번길 11,13800
4071,부산광역시 금정구 청룡동,Feb.50,50.0,2.0,,전세,67.5,202504,"15,000",5.0,2018.0,남산냇길 62,202505~202705,연립주택,부산광역시 금정구 청룡동 남산냇길 62,17500
4153,부산광역시 남구 대연동,1781-47,1781.0,47.0,,전세,37.02,202504,"3,000",2.0,1971.0,수영로69번가길 70,202505~202705,연립주택,부산광역시 남구 대연동 수영로69번가길 70,6000
4181,부산광역시 부산진구 부암동,124-19,124.0,19.0,,전세,41.6294,202504,"15,100",13.0,2020.0,신천대로216번길 30,202505~202705,연립주택,부산광역시 부산진구 부암동 신천대로216번길 30,19500
4187,부산광역시 동구 초량동,1064-98,1064.0,98.0,,전세,37.15,202504,"7,000",3.0,2007.0,초량상로25번길 23,202505~202705,연립주택,부산광역시 동구 초량동 초량상로25번길 23,9000
4220,부산광역시 수영구 광안동,150-16,150.0,16.0,,전세,26.81,202504,"9,500",2.0,2017.0,광안로21번가길 8,202504~202704,연립주택,부산광역시 수영구 광안동 광안로21번가길 8,23000
4221,부산광역시 수영구 광안동,128-13,128.0,13.0,,전세,66.44,202504,"19,000",4.0,2014.0,수영로618번길 97,202505~202705,연립주택,부산광역시 수영구 광안동 수영로618번길 97,29500
4224,부산광역시 수영구 광안동,148-45,148.0,45.0,,전세,57.48,202504,"11,000",2.0,1992.0,광안로21번길 30,202505~202705,연립주택,부산광역시 수영구 광안동 광안로21번길 30,23000
4236,부산광역시 연제구 연산동,657-34,657.0,34.0,,전세,15.96,202504,"5,400",3.0,2021.0,월드컵대로58번길 16,202504~202704,연립주택,부산광역시 연제구 연산동 월드컵대로58번길 16,12500
4239,부산광역시 동래구 사직동,142-38,142.0,38.0,,전세,76.59,202504,"13,500",4.0,2001.0,중앙대로1285번길 22,202506~202706,연립주택,부산광역시 동래구 사직동 중앙대로1285번길 22,33900
4284,부산광역시 해운대구 우동,957-12,957.0,12.0,,전세,49.65,202504,"9,000",3.0,1982.0,해운대로483번길 13-22,202505~202705,연립주택,부산광역시 해운대구 우동 해운대로483번길 13-22,16000
4331,부산광역시 사하구 하단동,870-130,870.0,130.0,,전세,43.62,202504,"12,900",12.0,2019.0,동매로23번길 5,202505~202705,연립주택,부산광역시 사하구 하단동 동매로23번길 5,13550
4361,부산광역시 영도구 청학동,62-51,62.0,51.0,,전세,45.02,202504,"3,700",3.0,1982.0,태종로422번길 5,202504~202704,연립주택,부산광역시 영도구 청학동 태종로422번길 5,7500
4391,부산광역시 북구 구포동,1206-10,1206.0,10.0,,전세,59.13,202504,"6,500",4.0,1997.0,팽나무로 32-1,202505~202705,연립주택,부산광역시 북구 구포동 팽나무로 32-1,8200
4416,부산광역시 부산진구 개금동,633-14,633.0,14.0,,전세,39.67,202504,"1,500",2.0,1974.0,복지로 112,202504~202704,연립주택,부산광역시 부산진구 개금동 복지로 112,4000
4418,부산광역시 부산진구 양정동,366-29,366.0,29.0,,전세,14.615,202504,"2,800",1.0,2002.0,중앙대로848번길 73,202504~202704,연립주택,부산광역시 부산진구 양정동 중앙대로848번길 73,7000
4423,부산광역시 동래구 명장동,339-1,339.0,1.0,,전세,84.51,202504,"15,000",3.0,1984.0,명장로63번길 114,202504~202704,연립주택,부산광역시 동래구 명장동 명장로63번길 114,17200
4452,부산광역시 동래구 사직동,143-51,143.0,51.0,,전세,14.72,202504,"7,000",3.0,2022.0,중앙대로1285번길 5-6,202504~202704,연립주택,부산광역시 동래구 사직동 중앙대로1285번길 5-6,17500
4479,부산광역시 수영구 망미동,446-12,446.0,12.0,,전세,76.36,202504,"14,000",3.0,2002.0,망미배산로36번길 10,202506~202706,연립주택,부산광역시 수영구 망미동 망미배산로36번길 10,16500
4531,부산광역시 동래구 온천동,1450-9,1450.0,9.0,,전세,48.39,202504,"13,000",7.0,2016.0,미남로102번길 33,202504~202704,연립주택,부산광역시 동래구 온천동 미남로102번길 33,13900
4532,부산광역시 남구 대연동,926-3,926.0,3.0,,전세,70.49,202504,"10,000",3.0,1996.0,유엔로120번가길 35,202504~202704,연립주택,부산광역시 남구 대연동 유엔로120번가길 35,21000
4577,부산광역시 금정구 부곡동,232-10,232.0,10.0,,전세,57.05,202503,"8,000",5.0,2002.0,윤산로 14,202504~202704,연립주택,부산광역시 금정구 부곡동 윤산로 14,13000
4654,부산광역시 북구 덕천동,779,779.0,0.0,,전세,65.88,202503,"9,000",1.0,1981.0,만덕대로128번길 45,202503~202703,연립주택,부산광역시 북구 덕천동 만덕대로128번길 45,14000
4659,부산광역시 해운대구 좌동,1367-1,1367.0,1.0,,전세,84.6412,202503,"30,000",2.0,2003.0,대천로67번길 41,202506~202706,연립주택,부산광역시 해운대구 좌동 대천로67번길 41,56300
4685,부산광역시 남구 용호동,533-17,533.0,17.0,,전세,49.387,202503,"13,000",2.0,2016.0,동명로132번길 143,202506~202706,연립주택,부산광역시 남구 용호동 동명로132번길 143,15800
4736,부산광역시 부산진구 양정동,140-4,140.0,4.0,,전세,62.81,202503,"15,000",4.0,2016.0,중앙대로980번길 38,202505~202705,연립주택,부산광역시 부산진구 양정동 중앙대로980번길 38,14000
4752,부산광역시 금정구 부곡동,767-102,767.0,102.0,,전세,64.65,202503,"9,000",1.0,1997.0,서동로50번길 15,202504~202704,연립주택,부산광역시 금정구 부곡동 서동로50번길 15,10000
4789,부산광역시 사하구 신평동,156,156.0,0.0,,전세,81.0662,202503,"14,000",4.0,2013.0,장평로 286-4,202505~202705,연립주택,부산광역시 사하구 신평동 장평로 286-4,17500
4826,부산광역시 서구 암남동,466-1,466.0,1.0,,전세,121.39,202503,"12,000",4.0,2009.0,암남로78번길 46,202504~202704,연립주택,부산광역시 서구 암남동 암남로78번길 46,10750
4845,부산광역시 해운대구 재송동,1093-11,1093.0,11.0,,전세,35.34,202503,"11,000",6.0,2015.0,재송1로32번길 58,202504~202704,연립주택,부산광역시 해운대구 재송동 재송1로32번길 58,12500
4846,부산광역시 동래구 사직동,142-13,142.0,13.0,,전세,21.53,202503,"12,000",2.0,2022.0,중앙대로1285번길 4,202505~202705,연립주택,부산광역시 동래구 사직동 중앙대로1285번길 4,20500
4933,부산광역시 수영구 광안동,701-19,701.0,19.0,,전세,100.41,202503,"17,000",3.0,1995.0,광서로11번길 27,202506~202706,연립주택,부산광역시 수영구 광안동 광서로11번길 27,20000
4937,부산광역시 수영구 광안동,189-20,189.0,20.0,,전세,53.19,202503,"13,000",1.0,1979.0,남천바다로21번길 5,202504~202704,연립주택,부산광역시 수영구 광안동 남천바다로21번길 5,22000
5010,부산광역시 수영구 광안동,123-40,123.0,40.0,,전세,16.1454,202503,"6,500",3.0,2017.0,수영로618번길 76,202504~202704,연립주택,부산광역시 수영구 광안동 수영로618번길 76,12000
5098,부산광역시 연제구 연산동,415-34,415.0,34.0,,전세,27.84,202503,"4,000",4.0,2001.0,과정로191번길 38-2,202504~202704,연립주택,부산광역시 연제구 연산동 과정로191번길 38-2,6800
5200,부산광역시 동래구 안락동,420-29,420.0,29.0,,전세,64.03,202503,"12,000",3.0,2018.0,충렬사로 10-5,202504~202703,연립주택,부산광역시 동래구 안락동 충렬사로 10-5,16700
5232,부산광역시 동래구 사직동,129-12,129.0,12.0,,전세,27.0275,202503,"11,000",9.0,2018.0,아시아드대로126번길 68-3,202503~202703,연립주택,부산광역시 동래구 사직동 아시아드대로126번길 68-3,13500
5234,부산광역시 남구 용호동,388-25,388.0,25.0,,전세,52.8,202503,"8,000",4.0,1994.0,동명로164번길 51,202504~202704,연립주택,부산광역시 남구 용호동 동명로164번길 51,15500
5307,부산광역시 금정구 부곡동,331-60,331.0,60.0,,전세,65.7434,202503,"17,000",2.0,2015.0,동부곡로5번길 148-16,202504~202704,연립주택,부산광역시 금정구 부곡동 동부곡로5번길 148-16,20000
5319,부산광역시 금정구 청룡동,7월 13일,7.0,13.0,,전세,41.63,202503,"6,000",5.0,2013.0,금정도서관로 5-20,202503~202703,연립주택,부산광역시 금정구 청룡동 금정도서관로 5-20,2500
5397,부산광역시 부산진구 전포동,300-25,300.0,25.0,,전세,15.27,202503,"3,000",3.0,2011.0,동성로71번길 34,202503~202603,연립주택,부산광역시 부산진구 전포동 동성로71번길 34,4600
5415,부산광역시 동래구 안락동,431-3,431.0,3.0,,전세,20.22,202503,"8,600",4.0,2022.0,명안로17번길 83,202503~202703,연립주택,부산광역시 동래구 안락동 명안로17번길 83,15300
5453,부산광역시 해운대구 중동,843,843.0,0.0,,전세,15.052,202503,"8,000",5.0,2020.0,좌동순환로468번나길 8,202503~202703,연립주택,부산광역시 해운대구 중동 좌동순환로468번나길 8,23000
5518,부산광역시 수영구 광안동,118-14,118.0,14.0,,전세,19.19,202503,"7,000",4.0,2014.0,수영로606번길 5-8,202503~202703,연립주택,부산광역시 수영구 광안동 수영로606번길 5-8,10200
5525,부산광역시 해운대구 좌동,1366-1,1366.0,1.0,,전세,84.6412,202503,"28,000",4.0,2003.0,대천로67번길 43-18,202503~202703,연립주택,부산광역시 해운대구 좌동 대천로67번길 43-18,49500
5548,부산광역시 북구 구포동,423-8,423.0,8.0,,전세,45.71,202503,"8,000",2.0,2015.0,낙동대로1766번길 75-4,202503~202703,연립주택,부산광역시 북구 구포동 낙동대로1766번길 75-4,9000
5570,부산광역시 부산진구 양정동,315-12,315.0,12.0,,전세,53.36,202503,"16,000",3.0,2016.0,중앙대로941번길 66-9,202504~202704,연립주택,부산광역시 부산진구 양정동 중앙대로941번길 66-9,19000
5737,부산광역시 사하구 하단동,116-7,116.0,7.0,,전세,70.07,202503,"9,000",5.0,2000.0,괴정로 41,202504~202704,연립주택,부산광역시 사하구 하단동 괴정로 41,12500
5757,부산광역시 연제구 거제동,739-4,739.0,4.0,,전세,19.53,202503,"4,000",4.0,2002.0,거제대로118번길 6,202503~202702,연립주택,부산광역시 연제구 거제동 거제대로118번길 6,18000
5868,부산광역시 사하구 장림동,587-3,587.0,3.0,,전세,73.61,202502,"8,000",3.0,1997.0,장평로 111-3,202503~202703,연립주택,부산광역시 사하구 장림동 장평로 111-3,8000
6032,부산광역시 금정구 구서동,246-3,246.0,3.0,,전세,50.52,202502,"9,000",2.0,1983.0,중앙대로1873번길 51,202503~202703,연립주택,부산광역시 금정구 구서동 중앙대로1873번길 51,12000
6131,부산광역시 금정구 장전동,137-16,137.0,16.0,,전세,13.24,202502,"3,000",2.0,2012.0,수림로91번길 24,202502~202702,연립주택,부산광역시 금정구 장전동 수림로91번길 24,5264
6242,부산광역시 수영구 남천동,2월 21일,21.0,2.0,,전세,50.25,202502,"10,000",2.0,1980.0,남천동로22번길 33,202503~202703,연립주택,부산광역시 수영구 남천동 남천동로22번길 33,25000
6251,부산광역시 수영구 광안동,122-35,122.0,35.0,,전세,19.49,202502,"7,000",3.0,2017.0,수영로610번길 84-4,202503~202703,연립주택,부산광역시 수영구 광안동 수영로610번길 84-4,14300
6326,부산광역시 동래구 사직동,400,400.0,0.0,,전세,27.9824,202502,"11,000",1.0,2021.0,아시아드대로164번나길 41,202503~202703,연립주택,부산광역시 동래구 사직동 아시아드대로164번나길 41,27000
6542,부산광역시 남구 감만동,3-315,3.0,315.0,,전세,47.16,202502,"5,000",3.0,1985.0,양지골로251번길 53,202504~202704,연립주택,부산광역시 남구 감만동 양지골로251번길 53,7800
6611,부산광역시 동래구 온천동,1222-6,1222.0,6.0,,전세,53.6225,202502,"14,000",3.0,2013.0,석사북로95번길 24-11,202504~202704,연립주택,부산광역시 동래구 온천동 석사북로95번길 24-11,15000
6637,부산광역시 금정구 남산동,115-5,115.0,5.0,,전세,51.61,202502,"7,000",1.0,1996.0,중앙대로2035번길 47-9,202504~202704,연립주택,부산광역시 금정구 남산동 중앙대로2035번길 47-9,13100
6675,부산광역시 금정구 부곡동,327-24,327.0,24.0,,전세,78.44,202502,"15,000",3.0,1996.0,서부곡로11번길 54,202503~202703,연립주택,부산광역시 금정구 부곡동 서부곡로11번길 54,51000
6805,부산광역시 수영구 광안동,1055-26,1055.0,26.0,,전세,16.701,202502,"6,400",5.0,2017.0,광서로36번길 5-3,202503~202703,연립주택,부산광역시 수영구 광안동 광서로36번길 5-3,7950
6855,부산광역시 금정구 서동,302-303,302.0,303.0,,전세,39.54,202502,"3,000",1.0,1998.0,서동로140번길 7-4,202502~202702,연립주택,부산광역시 금정구 서동 서동로140번길 7-4,10000
7081,부산광역시 동래구 명장동,611-1,611.0,1.0,,전세,70.32,202502,"11,000",2.0,1988.0,안락로101번길 35,202503~202703,연립주택,부산광역시 동래구 명장동 안락로101번길 35,22500
7146,부산광역시 동래구 사직동,143-15,143.0,15.0,,전세,23.17,202502,"12,000",3.0,2022.0,중앙대로1285번길 7,202503~202703,연립주택,부산광역시 동래구 사직동 중앙대로1285번길 7,23000
7218,부산광역시 남구 용호동,378-8,378.0,8.0,,전세,34.78,202502,"3,500",2.0,1980.0,동명로176번길 13,202502~202702,연립주택,부산광역시 남구 용호동 동명로176번길 13,6700
7602,부산광역시 기장군 기장읍 대라리,890,890.0,0.0,,전세,53.78,202502,"7,000",4.0,1999.0,차성남로 1-5,202503~202703,연립주택,부산광역시 기장군 기장읍 대라리 차성남로 1-5,7900
7626,부산광역시 남구 대연동,1173-97,1173.0,97.0,,전세,69.91,202502,"9,300",3.0,1997.0,유엔로96번길 36,202504~202704,연립주택,부산광역시 남구 대연동 유엔로96번길 36,41000
7664,부산광역시 동래구 온천동,1681-22,1681.0,22.0,,전세,64.43,202502,"10,000",3.0,2014.0,쇠미로129번길 62-21,202503~202703,연립주택,부산광역시 동래구 온천동 쇠미로129번길 62-21,14500
7714,부산광역시 금정구 서동,297-113,297.0,113.0,,전세,64.66,202502,"6,000",5.0,2004.0,서동중심로51번길 33,202502~202702,연립주택,부산광역시 금정구 서동 서동중심로51번길 33,15000
7736,부산광역시 동래구 온천동,189-122,189.0,122.0,,전세,49.785,202502,"12,000",14.0,2014.0,차밭골로 24,202502~202702,연립주택,부산광역시 동래구 온천동 차밭골로 24,11500
7758,부산광역시 서구 아미동2가,126-4,126.0,4.0,,전세,21.6,202502,"9,000",2.0,2019.0,해돋이로269번길 6,202503~202703,연립주택,부산광역시 서구 아미동2가 해돋이로269번길 6,13400
7844,부산광역시 수영구 광안동,120-100,120.0,100.0,,전세,14.95,202502,"5,500",3.0,2009.0,무학로10번길 45,202502~202702,연립주택,부산광역시 수영구 광안동 무학로10번길 45,8200
7888,부산광역시 수영구 망미동,935-3,935.0,3.0,,전세,57.12,202502,"7,000",1.0,1982.0,망미배산로36번길 123,202503~202703,연립주택,부산광역시 수영구 망미동 망미배산로36번길 123,11500
7907,부산광역시 연제구 연산동,1026-4,1026.0,4.0,,전세,47.38,202502,"6,000",3.0,2017.0,과정로287번길 51,202502~202702,연립주택,부산광역시 연제구 연산동 과정로287번길 51,18400
7963,부산광역시 수영구 광안동,128-25,128.0,25.0,,전세,17.8119,202502,"12,000",5.0,2022.0,수영로624번길 82-5,202503~202703,연립주택,부산광역시 수영구 광안동 수영로624번길 82-5,17300
8039,부산광역시 연제구 연산동,670-3,670.0,3.0,,전세,82.29,202502,"5,000",5.0,1998.0,월드컵대로20번길 14,202409~202609,연립주택,부산광역시 연제구 연산동 월드컵대로20번길 14,8200
8136,부산광역시 수영구 광안동,Feb.94,94.0,2.0,,전세,40.03,202502,"11,000",3.0,1980.0,수영로652번길 71,202504~202703,연립주택,부산광역시 수영구 광안동 수영로652번길 71,29800
